dialect,sentence_id,token_index,word,morphological_segment,pos_tag
Gulf,5B_1665,11,لكن,لكن,CONJ
Gulf,5B_1666,12,ما,ما,PART
Gulf,5B_1667,13,انكر,انكر,V
Gulf,5B_1668,14,اني,ان+ي,PART+PRON
Gulf,5B_1669,15,ادود,ادود,V
Gulf,5B_1670,16,واسكت,و+اسكت,CONJ+V
Gulf,4A_1671,1,جعلني,جعل+ني,V+PRON
Gulf,4A_1672,2,لآ,لآ,PART
Gulf,4A_1673,3,تبت,تب+ت,V+PRON
Gulf,4A_1674,4,عن,عن,PREP
Gulf,4A_1675,5,شي,شي,NOUN
Gulf,4A_1676,6,و,و,CONJ
Gulf,4A_1677,7,خسرته,خسر+ت+ه,V+PRON+PRON
Gulf,4A_1678,8,يرزق,يرزق,V
Gulf,4A_1679,9,الله,الله,NOUN
Gulf,4A_1680,10,خاطري,خاطر+ي,NOUN+PRON
Gulf,4A_1681,11,في,في,PREP
Gulf,4A_1682,12,شي,شي,NOUN
Gulf,4A_1683,13,غيره,غير+ه,NOUN+PRON
Gulf,4A_1684,14,تمسون,تمس+ون,V+PRON
Gulf,4A_1685,15,على,على,PREP
Gulf,4A_1686,16,خير,خير,NOUN
Gulf,4A_1687,17,?,?,PUNC
Gulf,4A_1688,18,?,?,PUNC
Gulf,2A_1689,1,ليه,ليه,PART
Gulf,2A_1690,2,الوجيه,ال+وجيه,DET+NOUN
Gulf,2A_1691,3,الحمام,ال+حمام,DET+NOUN
Gulf,2A_1692,4,ما,ما,PART
Gulf,2A_1693,5,تبتسم,تبتسم,V
Gulf,2A_1694,6,لي,ل+ي,PREP+PRON
Gulf,2A_1695,7,!,!,PUNC
Gulf,2A_1696,8,حتى,حتى,PART
Gulf,2A_1697,9,الاجر,ال+اجر,DET+NOUN
Gulf,2A_1698,10,مستخسرينه,مستخسر+ين+ه,ADJ+PRON+PRON
Gulf,2A_1699,11,عليا,علي+ا,PREP+CASE
Gulf,2A_1700,12,:(,:(,EMOT
Gulf,3A_1701,1,ترا,ترا,PART
Gulf,3A_1702,2,ما,ما,PART
Gulf,3A_1703,3,يضحك,يضحك,V
Gulf,3A_1704,4,إذا,إذا,PART
Gulf,3A_1705,5,عيبة,عيب+ة,V+PRON
Gulf,3A_1706,6,على,على,PREP
Gulf,3A_1707,7,شكل,شكل,NOUN
Gulf,3A_1708,8,أو,أو,PART
Gulf,3A_1709,9,تصرف,تصرف,NOUN
Gulf,3A_1710,10,من,من,PART
Gulf,3A_1711,11,شخص,شخص,NOUN
Gulf,3A_1712,12,بدال,بدال,NOUN
Gulf,3A_1713,13,ما,ما,PART
Gulf,3A_1714,14,تعيب,تعيب,V
Gulf,3A_1715,15,أنصحه,أنصح+ه,V+PRON
Gulf,3A_1716,16,ما,ما,PART
Gulf,3A_1717,17,يعيب,يعيب,V
Gulf,3A_1718,18,إلا,إلا,PART
Gulf,3A_1719,19,المعيوب,ال+معيوب,DET+ADJ
Gulf,3A_1720,20,?,?,PUNC
Gulf,3A_1721,21,?,?,PUNC
Gulf,1A_1722,1,تعال,تعال,V
Gulf,1A_1723,2,احط,احط,V
Gulf,1A_1724,3,كفيني,كف+ين+ي,NOUN+NSUFF+PRON
Gulf,1A_1725,4,على,على,PREP
Gulf,1A_1726,5,.,.,PUNC
Gulf,1A_1727,6,..,..,PUNC
Gulf,1A_1728,7,عيونك,عيون+ك,NOUN+PRON
Gulf,1A_1729,8,وأوريك,و+أور+ي+ك,CONJ+V+PRON+PRON
Gulf,1A_1730,9,الحياة,ال+حيا+ة,DET+NOUN+NSUFF
Gulf,1A_1731,10,بغيبتك,ب+غيب+ت+ك,PREP+NOUN+NSUFF+PRON
Gulf,1A_1732,11,.,.,PUNC
Gulf,1A_1733,12,..,..,PUNC
Gulf,1A_1734,13,وشلون,وشلون,PART
Gulf,1A_1735,14,!,!,PUNC
Gulf,1A_1736,15,!,!,PUNC
Gulf,2B_1737,1,يوم,يوم,NOUN
Gulf,2B_1738,2,قفى,قفى,V
Gulf,2B_1739,3,.,.,PUNC
Gulf,2B_1740,4,ظن,ظن,V
Gulf,2B_1741,5,ما,ما,PART
Gulf,2B_1742,6,فيني,في+ني,PREP+PRON
Gulf,2B_1743,7,حنان,حنان,NOUN
Gulf,2B_1744,8,!,!,PUNC
Gulf,2B_1745,9,ينتظر,ينتظر,V
Gulf,2B_1746,10,مني,من+ي,PREP+PRON
Gulf,2B_1747,11,أنادي,أنادي,V
Gulf,2B_1748,12,لہ,ل+ہ,PREP+PRON
Gulf,2B_1749,13,?,?,PUNC
Gulf,2B_1750,14,أنوح,أنوح,V
Gulf,2B_1751,15,؟,؟,PUNC
Gulf,2B_1752,16,ما,ما,PART
Gulf,2B_1753,17,درى,درى,V
Gulf,2B_1754,18,إني,إن+ي,PART+PRON
Gulf,2B_1755,19,باقي,باقي,NOUN
Gulf,2B_1756,20,ب,ب,PREP
Gulf,2B_1757,21,نفس,نفس,NOUN
Gulf,2B_1758,22,المكان,ال+مكان,DET+NOUN
Gulf,2B_1759,23,منصدم,منصدم,ADJ
Gulf,2B_1760,24,منه,من+ه,PREP+PRON
Gulf,2B_1761,25,?,?,PUNC
Gulf,2B_1762,26,أردد,أردد,V
Gulf,2B_1763,27,ما,ما,PART
Gulf,2B_1764,28,يروح,يروح,V
Gulf,2B_1765,29,~,~,PUNC
Gulf,2B_1766,30,!,!,PUNC
Gulf,1A_1767,1,واحد,واحد,NOUN
Gulf,1A_1768,2,من,من,PREP
Gulf,1A_1769,3,الربع,ال+ربع,DET+NOUN
Gulf,1A_1770,4,معاشه,معاش+ه,NOUN+PRON
Gulf,1A_1771,5,2700,2700,NUM
Gulf,1A_1772,6,وكل,و+كل,CONJ+NOUN
Gulf,1A_1773,7,ما,ما,PART
Gulf,1A_1774,8,نسافر,نسافر,V
Gulf,1A_1775,9,الشباب,ال+شباب,DET+NOUN
Gulf,1A_1776,10,يضغطونه,يضغط+ون+ه,V+PRON+PRON
Gulf,1A_1777,11,ادفع,ادفع,V
Gulf,1A_1778,12,انت,انت,PRON
Gulf,1A_1779,13,معاشك,معاش+ك,NOUN+PRON
Gulf,1A_1780,14,مايحتاج,ما+يحتاج,PART+V
Gulf,1A_1781,15,بس,بس,PART
Gulf,1A_1782,16,صاحبنا,صاحب+نا,NOUN+PRON
Gulf,1A_1783,17,11,11,NUM
Gulf,1A_1784,18,الف,الف,NUM
Gulf,1A_1785,19,وخرده,و+خرد+ه,CONJ+NOUN+NSUFF
Gulf,1A_1786,20,هذا,هذا,PRON
Gulf,1A_1787,21,ودك,ود+ك,V+PRON
Gulf,1A_1788,22,تسافر,تسافر,V
Gulf,1A_1789,23,معاه,معا+ه,PART+PRON
Gulf,1A_1790,24,?,?,PUNC
Gulf,1A_1791,25,?,?,PUNC
Gulf,2A_1792,1,انا,انا,PRON
Gulf,2A_1793,2,مو,مو,PART
Gulf,2A_1794,3,نفسيتي,نفسي+ت+ي,NOUN+NSUFF+PRON
Gulf,2A_1795,4,تعبانه,تعبان+ه,ADJ+NSUFF
Gulf,2A_1796,5,انا,انا,PRON
Gulf,2A_1797,6,ماعندي,ما+عند+ي,PART+NOUN+PRON
Gulf,2A_1798,7,نفسيه,نفسي+ه,NOUN+NSUFF
Gulf,2A_1799,8,اصلا,اصل+ا,NOUN+CASE
Gulf,2A_1800,9,خلاص,خلاص,NOUN
Gulf,2A_1801,10,خلصت,خلص+ت,V+PRON
Gulf,2A_1802,11,:),:),EMOT
Gulf,2A_1803,12,.,.,PUNC
Gulf,2A_1804,13,#كله_من_المدرسة_الله_يلعنها:),#كله_من_المدرسة_الله_يلعنها:),HASH
Gulf,2A_1805,14,:),:),EMOT
Gulf,3B_1806,1,حتى,حتى,PART
Gulf,3B_1807,2,اللي,اللي,PART
Gulf,3B_1808,3,ما,ما,PART
Gulf,3B_1809,4,يعرفون,يعرف+ون,V+PRON
Gulf,3B_1810,5,سهام,سهام,NOUN
Gulf,3B_1811,6,ادعوا,ادع+وا,V+PRON
Gulf,3B_1812,7,لها,ل+ها,PREP+PRON
Gulf,3B_1813,8,الله,الله,NOUN
Gulf,3B_1814,9,يخليكم,يخل+ي+كم,V+PRON+PRON
Gulf,3B_1815,10,!,!,PUNC
Gulf,3B_1816,11,!,!,PUNC
Gulf,3B_1817,12,!,!,PUNC
Gulf,3A_1818,1,كل,كل,NOUN
Gulf,3A_1819,2,إللي,إللي,PRON
Gulf,3A_1820,3,صورته,صور+ت+ه,NOUN+NSUFF+PRON
Gulf,3A_1821,4,ببروفايله,ب+بروفايل+ه,PREP+NOUN+PRON
Gulf,3A_1822,5,چنه,چ+ن+ه,PREP+PART+PRON
Gulf,3A_1823,6,مصورينه,مصور+ين+ه,ADJ+PRON+PRON
Gulf,3A_1824,7,وهو,و+هو,CONJ+PRON
Gulf,3A_1825,8,مايدري,ما+يدر+ي,PART+V+PRON
Gulf,3A_1826,9,،,،,PUNC
Gulf,3A_1827,10,،,،,PUNC
Gulf,3A_1828,11,ترى,ترى,PART
Gulf,3A_1829,12,كلنا,كل+نا,NOUN+PRON
Gulf,3A_1830,13,ندري,ندري,V
Gulf,3A_1831,14,!,!,PUNC
Gulf,3A_1832,15,بس,بس,PART
Gulf,3A_1833,16,انت,انت,PRON
Gulf,3A_1834,17,اللي,اللي,PART
Gulf,3A_1835,18,ماتدري,ما+تدري,PART+V
Gulf,3A_1836,19,ان,ان,PART
Gulf,3A_1837,20,كلنا,كل+نا,NOUN+PRON
Gulf,3A_1838,21,ندري,ندري,V
Gulf,3A_1839,22,انك,ان+ك,PART+PRON
Gulf,3A_1840,23,تدري,تدري,V
Gulf,5A_1841,1,نايمه,نايم+ه,ADJ+NSUFF
Gulf,5A_1842,2,ها,ها,PART
Gulf,5A_1843,3,؟,؟,PUNC
Gulf,5A_1844,4,قاعده,قاعد+ه,ADJ+NSUFF
Gulf,5A_1845,5,بمكانج,ب+مكان+ج,PREP+NOUN+PRON
Gulf,5A_1846,6,اصلا,اصل+ا,NOUN+CASE
Gulf,5A_1847,7,و,و,CONJ
Gulf,5A_1848,8,وناسه,وناسه,NOUN
Gulf,5A_1849,9,ماكو,ماكو,PART
Gulf,5A_1850,10,ازعاج,ازعاج,NOUN
Gulf,5A_1851,11,"""
 ",""" ",EMOT
Gulf,5A_1852,12, , ,MENTION
Gulf,3A_1853,1,واحب,و+احب,CONJ+V
Gulf,3A_1854,2,عيونج,عيون+ج,NOUN+PRON
Gulf,3A_1855,3,الي,الي,PRON
Gulf,3A_1856,4,أدورها,أدور+ها,V+PRON
Gulf,3A_1857,5,بين,بين,NOUN
Gulf,3A_1858,6,الناس,ال+ناس,DET+NOUN
Gulf,3A_1859,7,ومن,و+من,CONJ+PREP
Gulf,3A_1860,8,أشوفها,أشوف+ها,V+PRON
Gulf,3A_1861,9,يبتسم,يبتسم,V
Gulf,3A_1862,10,كل,كل,NOUN
Gulf,3A_1863,11,شي,شي,NOUN
Gulf,3A_1864,12,فيني,في+ني,PREP+PRON
Gulf,3A_1865,13,وأصد,و+أصد,CONJ+V
Gulf,3A_1866,14,كأني,كأن+ي,PART+PRON
Gulf,3A_1867,15,ما,ما,PART
Gulf,3A_1868,16,كنت,كن+ت,V+PRON
Gulf,3A_1869,17,أنتظرها,أنتظر+ها,V+PRON
Gulf,3A_1870,18,@Nero_996,@Nero_996,MENTION
Gulf,1B_1871,1,تدرون,تدر+ون,V+PRON
Gulf,1B_1872,2,ليش,ليش,PART
Gulf,1B_1873,3,نخاف,نخاف,V
Gulf,1B_1874,4,من,من,PREP
Gulf,1B_1875,5,العيب,ال+عيب,DET+NOUN
Gulf,1B_1876,6,اكثر,اكثر,ADJ
Gulf,1B_1877,7,من,من,PREP
Gulf,1B_1878,8,الحرام,ال+حرام,DET+NOUN
Gulf,1B_1879,9,؟,؟,PUNC
Gulf,1B_1880,10,لأن,ل+أن,PREP+PART
Gulf,1B_1881,11,الله,الله,NOUN
Gulf,1B_1882,12,يسامح,يسامح,V
Gulf,1B_1883,13,-,-,PUNC
Gulf,1B_1884,14,والناس,و+ال+ناس,CONJ+DET+NOUN
Gulf,1B_1885,15,تذل,تذل,V
Gulf,1B_1886,16,!,!,PUNC
Gulf,2A_1887,1,الموضه,ال+موض+ه,DET+NOUN+NSUFF
Gulf,2A_1888,2,الجديده,ال+جديد+ه,DET+ADJ+NSUFF
Gulf,2A_1889,3,لالبنات,ل+ال+بنات,PREP+DET+NOUN
Gulf,2A_1890,4,يكلمون,يكلم+ون,V+PRON
Gulf,2A_1891,5,واحد,واحد,NOUN
Gulf,2A_1892,6,عنده,عند+ه,NOUN+PRON
Gulf,2A_1893,7,نمر,نمر,NOUN
Gulf,2A_1894,8,او,او,PART
Gulf,2A_1895,9,اسد,اسد,NOUN
Gulf,2A_1896,10,او,او,PART
Gulf,2A_1897,11,فهد,فهد,NOUN
Gulf,2A_1898,12,يعني,يعني,V
Gulf,2A_1899,13,شوفوا,شوف+وا,V+PRON
Gulf,2A_1900,14,حبيبي,حبيب+ي,NOUN+PRON
Gulf,2A_1901,15,ماوكلي,ماوكلي,NOUN
Gulf,2A_1902,16,‹,‹,PUNC
Gulf,2A_1903,17,?,?,PUNC
Gulf,2A_1904,18,›,›,PUNC
Gulf,1B_1905,1,.,.,PUNC
Gulf,1B_1906,2,.,.,PUNC
Gulf,1B_1907,3,.,.,PUNC
Gulf,1B_1908,4,ليه,ليه,PART
Gulf,1B_1909,5,تستغرب,تستغرب,V
Gulf,1B_1910,6,أنا,أنا,PRON
Gulf,1B_1911,7,طبعي,طبع+ي,NOUN+PRON
Gulf,1B_1912,8,كذا,كذا,ADV
Gulf,1B_1913,9,.,.,PUNC
Gulf,1B_1914,10,..,..,PUNC
Gulf,1B_1915,11,يا,يا,PART
Gulf,1B_1916,12,تجي,تجي,V
Gulf,1B_1917,13,في,في,PREP
Gulf,1B_1918,14,طيب,طيب,ADJ
Gulf,1B_1919,15,وإلا,و+إلا,CONJ+PART
Gulf,1B_1920,16,لا,لا,PART
Gulf,1B_1921,17,تجي,تجي,V
Gulf,1B_1922,18,.,.,PUNC
Gulf,1B_1923,19,.,.,PUNC
Gulf,1B_1924,20,.,.,PUNC
Gulf,1B_1925,21,#محمد_الصواغ,#محمد_الصواغ,HASH
Gulf,1B_1926,22,http://t.co/RMVxh0phvR,http://t.co/RMVxh0phvR,URL
Gulf,2B_1927,1,اصعب,اصعب,ADJ
Gulf,2B_1928,2,شعور,شعور,NOUN
Gulf,2B_1929,3,لما,لما,PART
Gulf,2B_1930,4,تسوي,تسوي,V
Gulf,2B_1931,5,نفسك,نفس+ك,NOUN+PRON
Gulf,2B_1932,6,ما,ما,PART
Gulf,2B_1933,7,تدري,تدري,V
Gulf,2B_1934,8,بشي,ب+شي,PREP+NOUN
Gulf,2B_1935,9,يضايقك,يضايق+ك,V+PRON
Gulf,2B_1936,10,وانت,و+انت,CONJ+PRON
Gulf,2B_1937,11,تدري,تدري,V
Gulf,1A_1938,1,@MadihaAlsuliman,@MadihaAlsuliman,MENTION
Gulf,1A_1939,2,أستاذه,أستاذ+ه,NOUN+NSUFF
Gulf,1A_1940,3,ليش,ليش,PART
Gulf,1A_1941,4,لا,لا,PART
Gulf,1A_1942,5,الوالده,ال+والد+ه,DET+NOUN+NSUFF
Gulf,1A_1943,6,الله,الله,NOUN
Gulf,1A_1944,7,يحفظها,يحفظ+ها,V+PRON
Gulf,1A_1945,8,تسوي,تسوي,V
Gulf,1A_1946,9,كذيه,كذيه,ADV
Gulf,1A_1947,10,صلصه,صلص+ه,NOUN+NSUFF
Gulf,1A_1948,11,أو,أو,PART
Gulf,1A_1949,12,تجمده,تجمد+ه,V+PRON
Gulf,1A_1950,13,ف,ف,PREP
Gulf,1A_1951,14,الفريزر,ال+فريزر,DET+NOUN
Gulf,1A_1952,15,وتحتفظ,و+تحتفظ,CONJ+V
Gulf,1A_1953,16,بيه,بي+ه,PREP+PRON
Gulf,1A_1954,17,لأيام,ل+أيام,PREP+NOUN
Gulf,1A_1955,18,غلى,غلى,NOUN
Gulf,1A_1956,19,الطماطم,ال+طماطم,DET+NOUN
Gulf,1A_1957,20,.,.,PUNC
Gulf,2B_1958,1,@bn_whga,@bn_whga,MENTION
Gulf,2B_1959,2,كفو,كفو,ADJ
Gulf,2B_1960,3,والله,و+الله,CONJ+NOUN
Gulf,2B_1961,4,.,.,PUNC
Gulf,2B_1962,5,.,.,PUNC
Gulf,2B_1963,6,وحنا,و+حنا,CONJ+PRON
Gulf,2B_1964,7,معاكم,معا+كم,PART+PRON
Gulf,2B_1965,8,في,في,PREP
Gulf,2B_1966,9,كل,كل,NOUN
Gulf,2B_1967,10,المواقع,ال+مواقع,DET+NOUN
Gulf,2B_1968,11,.,.,PUNC
Gulf,2B_1969,12,..,..,PUNC
Gulf,2B_1970,13,وقفة,وقف+ة,NOUN+NSUFF
Gulf,2B_1971,14,أرجال,أرجال,NOUN
Gulf,2B_1972,15,وصناديد,و+صناديد,CONJ+ADJ
Gulf,2B_1973,16,.,.,PUNC
Gulf,2B_1974,17,.,.,PUNC
Gulf,2A_1975,1,مستحيل,مستحيل,ADJ
Gulf,2A_1976,2,ألمس,ألمس,V
Gulf,2A_1977,3,شي,شي,NOUN
Gulf,2A_1978,4,بعيادة,ب+عياد+ة,PREP+NOUN+NSUFF
Gulf,2A_1979,5,الأطفال,ال+أطفال,DET+NOUN
Gulf,2A_1980,6,?,?,PUNC
Gulf,2A_1981,7,?,?,PUNC
Gulf,2A_1982,8,لأن,ل+أن,PREP+PART
Gulf,2A_1983,9,ما,ما,PART
Gulf,2A_1984,10,شاء,شاء,V
Gulf,2A_1985,11,الله,الله,NOUN
Gulf,2A_1986,12,يدينهم,يد+ين+هم,NOUN+NSUFF+PRON
Gulf,2A_1987,13,تاخذ,تاخذ,V
Gulf,2A_1988,14,جوله,جول+ه,NOUN+NSUFF
Gulf,2A_1989,15,بأعضاء,ب+أعضاء,PREP+NOUN
Gulf,2A_1990,16,جسمهم,جسم+هم,NOUN+PRON
Gulf,2A_1991,17,كله,كل+ه,NOUN+PRON
Gulf,2A_1992,18,?,?,PUNC
Gulf,2A_1993,19,?,?,PUNC
Gulf,2A_1994,20,?,?,PUNC
Gulf,2A_1995,21,?,?,PUNC
Gulf,2A_1996,22,?,?,PUNC
Gulf,2A_1997,23,?,?,PUNC
Gulf,2B_1998,1,كرهك,كره+ك,NOUN+PRON
Gulf,2B_1999,2,ل,ل,PREP
Gulf,2B_2000,3,شخص,شخص,NOUN
Gulf,2B_2001,4,او,او,PART
Gulf,2B_2002,5,حبك,حب+ك,NOUN+PRON
Gulf,2B_2003,6,ل,ل,PREP
Gulf,2B_2004,7,شخص,شخص,NOUN
Gulf,2B_2005,8,مسأله,مسأل+ه,NOUN+NSUFF
Gulf,2B_2006,9,شخصيه,شخصي+ه,ADJ+NSUFF
Gulf,2B_2007,10,بينك,بين+ك,NOUN+PRON
Gulf,2B_2008,11,وبين,و+بين,CONJ+NOUN
Gulf,2B_2009,12,نفسك,نفس+ك,NOUN+PRON
Gulf,2B_2010,13,مبنيه,مبني+ه,ADJ+NSUFF
Gulf,2B_2011,14,على,على,PREP
Gulf,2B_2012,15,مشاعرك,مشاعر+ك,NOUN+PRON
Gulf,2B_2013,16,الشخصيه,ال+شخصي+ه,DET+ADJ+NSUFF
Gulf,2B_2014,17,،,،,PUNC
Gulf,2B_2015,18,غلط,غلط,NOUN
Gulf,2B_2016,19,انك,ان+ك,PART+PRON
Gulf,2B_2017,20,تقنع,تقنع,V
Gulf,2B_2018,21,شخص,شخص,NOUN
Gulf,2B_2019,22,انه,ان+ه,PART+PRON
Gulf,2B_2020,23,يحب,يحب,V
Gulf,2B_2021,24,او,او,PART
Gulf,2B_2022,25,يكره,يكره,V
Gulf,2B_2023,26,شخص,شخص,NOUN
Gulf,2B_2024,27,ثاني,ثاني,ADJ
Gulf,2B_2025,28,ل,ل,PREP
Gulf,2B_2026,29,مجرد,مجرد,NOUN
Gulf,2B_2027,30,مشاعرك,مشاعر+ك,NOUN+PRON
Gulf,2B_2028,31,?,?,PUNC
Gulf,2B_2029,32,?,?,PUNC
Gulf,5B_2030,1,الايميل,ال+ايميل,DET+NOUN
Gulf,5B_2031,2,او,او,PART
Gulf,5B_2032,3,البريد,ال+بريد,DET+NOUN
Gulf,5B_2033,4,الإلكتروني,ال+إلكتروني,DET+NOUN
Gulf,5B_2034,5,(,(,PUNC
Gulf,5B_2035,6,مع,مع,NOUN
Gulf,5B_2036,7,الباس,ال+باس,DET+NOUN
Gulf,5B_2037,8,),),PUNC
Gulf,5B_2038,9,المستخدم,ال+مستخدم,DET+NOUN
Gulf,5B_2039,10,في,في,PREP
Gulf,5B_2040,11,جوالك,جوال+ك,NOUN+PRON
Gulf,5B_2041,12,مهم,مهم,ADJ
Gulf,5B_2042,13,جدا,جد+ا,NOUN+CASE
Gulf,5B_2043,14,تحفظه,تحفظ+ه,V+PRON
Gulf,5B_2044,15,مثل,مثل,NOUN
Gulf,5B_2045,16,اسمك,اسم+ك,NOUN+PRON
Gulf,5B_2046,17,عادي,عادي,ADJ
Gulf,5B_2047,18,تنسى,تنسى,V
Gulf,5B_2048,19,اسمك,اسم+ك,NOUN+PRON
Gulf,5B_2049,20,مو,مو,PART
Gulf,5B_2050,21,مشكلة,مشكل+ة,NOUN+NSUFF
Gulf,5B_2051,22,بس,بس,PART
Gulf,5B_2052,23,ايميلك,ايميل+ك,NOUN+PRON
Gulf,5B_2053,24,اكسر,اكسر,V
Gulf,5B_2054,25,راسك,راس+ك,NOUN+PRON
Gulf,5B_2055,26,مفهوم,مفهوم,ADJ
Gulf,5B_2056,27,?,?,PUNC
Gulf,5B_2057,28,?,?,PUNC
Gulf,5B_2058,29,?,?,PUNC
Gulf,5B_2059,30,?,?,PUNC
Gulf,5B_2060,1,أبيخ,أبيخ,ADJ
Gulf,5B_2061,2,حركة,حرك+ة,NOUN+NSUFF
Gulf,5B_2062,3,إنك,إن+ك,PART+PRON
Gulf,5B_2063,4,تسوي,تسوي,V
Gulf,5B_2064,5,فولو,فولو,NOUN
Gulf,5B_2065,6,حال,حال,NOUN
Gulf,5B_2066,7,واحد,واحد,NOUN
Gulf,5B_2067,8,بالغلط,ب+ال+غلط,PREP+DET+NOUN
Gulf,5B_2068,9,و,و,CONJ
Gulf,5B_2069,10,هو,هو,PRON
Gulf,5B_2070,11,يسويلك,يسوي+ل+ك,V+PREP+PRON
Gulf,5B_2071,12,فولو,فولو,NOUN
Gulf,5B_2072,13,باك,باك,NOUN
Gulf,5B_2073,14,و,و,CONJ
Gulf,5B_2074,15,أنت,أنت,PRON
Gulf,5B_2075,16,ما,ما,PART
Gulf,5B_2076,17,تريد,تريد,V
Gulf,5B_2077,18,تسحب,تسحب,V
Gulf,5B_2078,19,الفولو,ال+فولو,DET+NOUN
Gulf,5B_2079,20,عشان,عشان,PART
Gulf,5B_2080,21,ما,ما,PART
Gulf,5B_2081,22,تطلع,تطلع,V
Gulf,5B_2082,23,كأنك,كأن+ك,PART+PRON
Gulf,5B_2083,24,مال,مال,NOUN
Gulf,5B_2084,25,فولو,فولو,NOUN
Gulf,5B_2085,26,ابو,ابو,NOUN
Gulf,5B_2086,27,دقيقة,دقيق+ة,NOUN+NSUFF
Gulf,1A_2087,1,@reem_qarni1,@reem_qarni1,MENTION
Gulf,1A_2088,2,الشيمه,ال+شيم+ه,DET+NOUN+NSUFF
Gulf,1A_2089,3,بتمرضي,ب+تمرض+ي,PROG_PART+V+PRON
Gulf,1A_2090,4,انا,انا,PRON
Gulf,1A_2091,5,حدي,حد+ي,NOUN+PRON
Gulf,1A_2092,6,لحد,ل+حد,PREP+NOUN
Gulf,1A_2093,7,باب,باب,NOUN
Gulf,1A_2094,8,غرفتي,غرف+ت+ي,NOUN+NSUFF+PRON
Gulf,1A_2095,9,واجد,واجد,ADJ
Gulf,1A_2096,10,برد,برد,NOUN
Gulf,1A_2097,11,ياااخي,يا+ااخ+ي,PART+NOUN+PRON
Gulf,1A_2098,12,م,م,PART
Gulf,1A_2099,13,تقدر,تقدر,V
Gulf,1A_2100,14,تتحرك,تتحرك,V
Gulf,1A_2101,15,حتى,حتى,PART
Gulf,5A_2102,1,على,على,PREP
Gulf,5A_2103,2,قد,قد,NOUN
Gulf,5A_2104,3,ما,ما,PART
Gulf,5A_2105,4,أكون,أكون,V
Gulf,5A_2106,5,مبسوطه,مبسوط+ه,ADJ+NSUFF
Gulf,5A_2107,6,واضحك,و+اضحك,CONJ+V
Gulf,5A_2108,7,إلاا,إلاا,PART
Gulf,5A_2109,8,إنو,إن+و,PART+PRON
Gulf,5A_2110,9,يومي,يوم+ي,NOUN+PRON
Gulf,5A_2111,10,يكون,يكون,V
Gulf,5A_2112,11,ناقص,ناقص,ADJ
Gulf,5A_2113,12,بدونكك,ب+دون+كك,PREP+NOUN+PRON
Gulf,5A_2114,13,.,.,PUNC
Gulf,3B_2115,1,@HalaFmradio,@HalaFmradio,MENTION
Gulf,3B_2116,2,صباحكم,صباح+كم,NOUN+PRON
Gulf,3B_2117,3,فل,فل,NOUN
Gulf,3B_2118,4,زياد,زياد,NOUN
Gulf,3B_2119,5,ووفاء,و+وفاء,CONJ+NOUN
Gulf,3B_2120,6,رايح,رايح,ADJ
Gulf,3B_2121,7,خط,خط,NOUN
Gulf,3B_2122,8,صور,صور,NOUN
Gulf,3B_2123,9,ومعي,و+مع+ي,CONJ+NOUN+PRON
Gulf,3B_2124,10,هنود,هنود,NOUN
Gulf,3B_2125,11,العدد,ال+عدد,DET+NOUN
Gulf,3B_2126,12,ومصدعينا,و+مصدع+ي+نا,CONJ+ADJ+PRON+PRON
Gulf,3B_2127,13,بسوالفهم,ب+سوالف+هم,PREP+NOUN+PRON
Gulf,3B_2128,14,وما,و+ما,CONJ+PART
Gulf,3B_2129,15,قادر,قادر,ADJ
Gulf,3B_2130,16,اسمعكم,اسمع+كم,V+PRON
Gulf,3B_2131,17,فالسموحه,ف+ال+سموح+ه,CONJ+DET+NOUN+NSUFF
Gulf,3B_2132,18,منكم,من+كم,PREP+PRON
Gulf,3B_2133,19,موضوعكم,موضوع+كم,NOUN+PRON
Gulf,3B_2134,20,ما,ما,PART
Gulf,3B_2135,21,قدرت,قدر+ت,V+PRON
Gulf,3B_2136,22,استوعبه,استوعب+ه,V+PRON
Gulf,1B_2137,1,هالأيام,ه+ال+أيام,PRON+DET+NOUN
Gulf,1B_2138,2,منتشرة,منتشر+ة,ADJ+NSUFF
Gulf,1B_2139,3,موضة,موض+ة,NOUN+NSUFF
Gulf,1B_2140,4,بين,بين,NOUN
Gulf,1B_2141,5,البنات,ال+بنات,DET+NOUN
Gulf,1B_2142,6,لازم,لازم,ADJ
Gulf,1B_2143,7,أخلي,أخلي,V
Gulf,1B_2144,8,صوتي,صوت+ي,NOUN+PRON
Gulf,1B_2145,9,رقيق,رقيق,ADJ
Gulf,1B_2146,10,كأني,كأن+ي,PART+PRON
Gulf,1B_2147,11,عصفور,عصفور,NOUN
Gulf,1B_2148,12,مخنوق,مخنوق,ADJ
Gulf,1B_2149,13,!,!,PUNC
Gulf,1B_2150,14,?,?,PUNC
Gulf,1B_2151,15,?,?,PUNC
Gulf,1B_2152,16,?,?,PUNC
Gulf,1B_2153,17,?,?,PUNC
Gulf,1B_2154,18,?,?,PUNC
Gulf,1B_2155,19,?,?,PUNC
Gulf,3B_2156,1,@Abu_khalid101,@Abu_khalid101,MENTION
Gulf,3B_2157,2,@radar_group99,@radar_group99,MENTION
Gulf,3B_2158,3,أعتذر,أعتذر,V
Gulf,3B_2159,4,كنت,كن+ت,V+PRON
Gulf,3B_2160,5,اظن,اظن,V
Gulf,3B_2161,6,يدفوا,يدف+وا,V+PRON
