dialect,sentence_id,sentence,segmented,pos_sequence,token_count
Levantine,2A,ولعيونكن يااحلى فانز ولكل عائلة الزيكو زكي شريف غنية زكي ع اثير راديو لايف روز هلأ اسمعوها وهيدا رابط http://t.co/rvLll3nJfs وراح ارجع عيدها,و+ل+عيون+كن يا+احلى فانز و+ل+كل عائل+ة ال+زيكو زكي شريف غني+ة زكي ع اثير راديو لايف روز هلأ اسمع+و+ها و+هيدا رابط http://t.co/rvLll3nJfs و+راح ارجع عيد+ها,CONJ+PREP+NOUN+PRON PART+ADJ NOUN CONJ+PREP+NOUN NOUN+NSUFF DET+NOUN NOUN NOUN NOUN+NSUFF NOUN PREP NOUN NOUN NOUN NOUN NOUN V+PRON+PRON CONJ+PRON NOUN URL CONJ+FUT_PART V V+PRON,23
Levantine,3A,ما احلا البيت وانتا لحالك فيه 😥 عيوش ستايل وقرب الغدا ومو عارفه شو اعمل غدا ههههههههه,ما احلا ال+بيت و+انتا ل+حال+ك في+ه 😥 عيوش ستايل و+قرب ال+غدا و+مو عارف+ه شو اعمل غدا ههههههههه,PART ADJ DET+NOUN CONJ+PRON PREP+NOUN+PRON PREP+PRON EMOT NOUN NOUN CONJ+NOUN DET+NOUN CONJ+PART ADJ+PRON PART V NOUN EMOT,17
Levantine,1A,"@NicoleSabaaa حبيت كتير نظرتك ك "" أم "" و تبريرك لالموقف وهيدا الصح 0 0 الله يخليلك بنتك بس تكبر اكيد رح تفتخر فيكي","@NicoleSabaaa حب+يت كتير نظر+ت+ك ك "" أم "" و تبرير+ك ل+ال+موقف و+هيدا ال+صح 0 0 الله يخلي+ل+ك بنت+ك بس تكبر اكيد رح تفتخر في+كي",MENTION V+PRON ADJ NOUN+NSUFF+PRON PREP PUNC NOUN PUNC CONJ V+PRON PREP+DET+NOUN CONJ+PRON DET+NOUN PUNC PUNC NOUN V+PREP+PRON NOUN+PRON ADV V ADJ FUT_PART V PREP+PRON,24
Levantine,2B,الاول : حلمت اني سافرت ع اميركا / الثاني : حلمت اني تجوزت 0 .. حكالو طب ليش ما عزمتني ! قال : والله سالت عنك قالولي مسافر 😂 😂 😂 #منقولة,ال+اول : حلم+ت ان+ي سافر+ت ع اميركا / ال+ثاني : حلم+ت ان+ي تجوز+ت 0 .. حكا+ل+و طب ليش ما عزم+ت+ني ! قال : و+الله سال+ت عن+ك قال+و+ل+ي مسافر 😂 😂 😂 #منقولة,DET+ADJ PUNC V+PRON PART+PRON V+PRON PREP NOUN PUNC DET+ADJ PUNC V+PRON PART+PRON V+PRON PUNC PUNC V+PREP+PRON ADJ PART PART V+PRON+PRON PUNC V PUNC CONJ+NOUN V+PRON PREP+PRON V+PRON+PREP+PRON ADJ EMOT EMOT EMOT HASH,32
Levantine,1A,ساعتين على ٤ صفحات 0 0 0 وضايل ٤٧ صفحة ضرب نص ساعة لكل صفحة = ٢٣ ٫ ٥ ساعة 0 0 يلا مليح بكمل بعد الإمتحان بساعتين : D #justedujo,ساع+ت+ين على ٤ صفح+ات 0 0 0 و+ضايل ٤٧ صفح+ة ضرب نص ساع+ة ل+كل صفح+ة = ٢٣ ٫ ٥ ساع+ة 0 0 يلا مليح ب+كمل بعد ال+إمتحان ب+ساع+ت+ين : D #justedujo,NOUN+NSUFF+NSUFF PREP NUM NOUN+NSUFF PUNC PUNC PUNC CONJ+V NUM NOUN+NSUFF PREP NOUN NOUN+NSUFF PREP+NOUN NOUN+NSUFF PUNC NUM PUNC NUM NOUN+NSUFF PUNC PUNC PART ADJ FUT_PART+V NOUN DET+NOUN PREP+NOUN+NSUFF+NSUFF PUNC FOREIGN HASH,31
Levantine,2A,@hayaamer5 بتعرفي هي العبوطة يلي بتحسي انك عنجد ما بدك ياها تخلص متل عبوطة بابا او صاحبتك يلي كتير بتفهمك,@hayaamer5 ب+تعرف+ي هي ال+عبوط+ة يلي ب+تحس+ي ان+ك عن+جد ما بد+ك يا+ها تخلص متل عبوط+ة بابا او صاحب+ت+ك يلي كتير ب+تفهم+ك,MENTION PROG_PART+V+PRON PRON DET+NOUN+NSUFF PART PROG_PART+V+PRON PART+PRON PREP+NOUN PART NOUN+PRON NOUN+PRON V NOUN NOUN+NSUFF NOUN CONJ NOUN+NSUFF+PRON PART ADJ PROG_PART+V+PRON,20
Levantine,3B,عن تلك اللحظة الي بدك تفظح عرظ الساعة الي احترمت فيها بني آدم و طلع حفاية 0 و مش أي حفاية ، حفاية شوارع ، لإنه حفاية الدار نظيفة عالأقل 0,عن تلك ال+لحظ+ة الي بد+ك تفظح عرظ ال+ساع+ة الي احترم+ت في+ها بني آدم و طلع حفاي+ة 0 و مش أي حفاي+ة ، حفاي+ة شوارع ، ل+إن+ه حفاي+ة ال+دار نظيف+ة ع+ال+أقل 0,PREP ADV DET+NOUN+NSUFF PART NOUN+PRON V NOUN DET+NOUN+NSUFF PART V+PRON PREP+PRON NOUN NOUN CONJ V NOUN+NSUFF PUNC CONJ PART NOUN NOUN+NSUFF PUNC NOUN+NSUFF NOUN PUNC PREP+PART+PRON NOUN+NSUFF DET+NOUN ADJ+NSUFF PREP+DET+ADJ PUNC,31
Levantine,3A,المشكلة تتلخص في إنو كيف بدي أدور على تاكسي بهيك جو ! ينعن محاضرة 8 0 #الجامعة_الهاشمية #صباح_الخير #مطر #أمطار #أمطار_الخير #الأردن #عمان,ال+مشكل+ة تتلخص في إن+و كيف بد+ي أدور على تاكسي ب+هيك جو ! ينعن محاضر+ة 8 0 #الجامعة_الهاشمية #صباح_الخير #مطر #أمطار #أمطار_الخير #الأردن #عمان,DET+NOUN+NSUFF V PREP PART+PRON PART NOUN+PRON V PREP NOUN PREP+ADV NOUN PUNC V NOUN+NSUFF NUM PUNC HASH HASH HASH HASH HASH HASH HASH,23
Levantine,5A,مخي يتكون من : واحد عاقل ، وواحد غبي ، وواحد ذكي ، وواحد قليل ادب ، وواحد زنخ و واحد شيخ دين عاد انت وحظك على حسب اللي مستلم الشفت =D,مخ+ي يتكون من : واحد عاقل ، و+واحد غبي ، و+واحد ذكي ، و+واحد قليل ادب ، و+واحد زنخ و واحد شيخ دين عاد انت و+حظ+ك على حسب اللي مستلم ال+شفت =D,NOUN+PRON V PREP PUNC NOUN ADJ PUNC CONJ+NOUN ADJ PUNC CONJ+NOUN ADJ PUNC CONJ+NOUN ADJ NOUN PUNC CONJ+NOUN ADJ CONJ NOUN NOUN NOUN ADV PRON CONJ+NOUN+PRON PREP NOUN PART NOUN DET+NOUN EMOT,32
Levantine,3A,ترا والله زي ما بتعامل اللي قدامك 0 0 مين ما كان رح يجي شخص ويعاملك نفس ما انت بتعاملهم : ),ترا و+الله زي ما ب+تعامل اللي قدام+ك 0 0 مين ما كان رح يجي شخص و+يعامل+ك نفس ما انت ب+تعامل+هم : ),V CONJ+NOUN NOUN PART PROG_PART+V PART NOUN+PRON PUNC PUNC PART PART V FUT_PART V NOUN CONJ+V+PRON NOUN PART PRON PROG_PART+V+PRON PUNC PUNC,22
Levantine,1B,"لما يكون في شاب تارك المدرسة من صف سابع وصوته حلو وجاي يدور ع فرصة , , أعتقد ما في مجال لمسخرتك #نجم_الأردن @RoyaJordanStar","لما يكون في شاب تارك ال+مدرس+ة من صف سابع و+صوت+ه حلو و+جاي يدور ع فرص+ة , , أعتقد ما في مجال ل+مسخر+ت+ك #نجم_الأردن @RoyaJordanStar",PART V ADV NOUN V DET+NOUN+NSUFF PREP NOUN ADJ CONJ+NOUN+PRON ADJ CONJ+ADJ V PREP NOUN+NSUFF PUNC PUNC V PART PREP NOUN PREP+NOUN+NSUFF+PRON HASH MENTION,24
Levantine,2A,بكل العالم الأماكن المخصصة لالمدخنين صغيرة وجنب الحمام أو برة إلا في #الاردن الأماكن المخصصة لغير المدخنين بأسوأ مكان في المطعم مش هيك,ب+كل ال+عالم ال+أماكن ال+مخصص+ة ل+ال+مدخن+ين صغير+ة و+جنب ال+حمام أو بر+ة إلا في #الاردن ال+أماكن ال+مخصص+ة ل+غير ال+مدخن+ين ب+أسوأ مكان في ال+مطعم مش هيك,PREP+NOUN DET+NOUN DET+NOUN DET+NOUN+NSUFF PREP+DET+NOUN+NSUFF ADJ+NSUFF CONJ+NOUN DET+NOUN CONJ NOUN+NSUFF PART PREP HASH DET+NOUN DET+NOUN+NSUFF PREP+NOUN DET+NOUN+NSUFF PREP+ADJ NOUN PREP DET+NOUN PART ADV,23
Levantine,1B,يا طير يا طاير دربك ع باب الله هات البشاير وامشي في ارض الله يا طير يا طاير دربك ع باب الله,يا طير يا طاير درب+ك ع باب الله هات ال+بشاير و+امشي في ارض الله يا طير يا طاير درب+ك ع باب الله,PART NOUN PART ADJ NOUN+PRON PREP NOUN NOUN V DET+NOUN CONJ+V PREP NOUN NOUN PART NOUN PART ADJ NOUN+PRON PREP NOUN NOUN,22
Levantine,2B,@ahmedrubb آمين يا رب و كلنا نشم ريحة تراب وطننا و نشوف ناسنا و أهلنا و أصولنا و أماكننا,@ahmedrubb آمين يا رب و كل+نا نشم ريح+ة تراب وطن+نا و نشوف ناس+نا و أهل+نا و أصول+نا و أماكن+نا,MENTION NOUN PART NOUN CONJ NOUN+PRON V NOUN+NSUFF NOUN NOUN+PRON CONJ V NOUN+PRON CONJ NOUN+PRON CONJ NOUN+PRON CONJ NOUN+PRON,19
Levantine,1A,@ayser_mahaftha ههههههههههههههههههه طيب والله عجبني الاقتراح وبنصير نعطل خميس وجمعة وبصير كمان الاربعا الكويس المنتاز 😍 😍,@ayser_mahaftha ههههههههههههههههههه طيب و+الله عجب+ني ال+اقتراح و+ب+نصير نعطل خميس و+جمع+ة و+ب+صير كمان ال+اربعا ال+كويس ال+منتاز 😍 😍,MENTION EMOT ADJ CONJ+NOUN V+PRON DET+NOUN CONJ+FUT_PART+V V NOUN CONJ+NOUN+NSUFF CONJ+FUT_PART+V ADV DET+NOUN DET+ADJ DET+ADJ EMOT EMOT,17
Levantine,2B,@tayfour_ahmad ههههههههه اختصر ع حالو 0 0 بس اخرتو ينكشف وتنمسح فيه الارض - 0 -,@tayfour_ahmad ههههههههه اختصر ع حال+و 0 0 بس اخر+ت+و ينكشف و+تنمسح في+ه ال+ارض - 0 -,MENTION EMOT V PREP NOUN+PRON PUNC PUNC PART NOUN+NSUFF+PRON V CONJ+V PREP+PRON DET+NOUN PUNC PUNC PUNC,16
Levantine,2A,@loujainataani وهو حل بس ما رح يزبط ، شو بدنا نغير لنغير : / لالاسف كله اسوء من بعضه : ( (,@loujainataani و+هو حل بس ما رح يزبط ، شو بد+نا نغير ل+نغير : / ل+ال+اسف كل+ه اسوء من بعض+ه : ( (,MENTION CONJ+PRON NOUN PART PART FUT_PART V PUNC PART NOUN+PRON V PREP+V PUNC PUNC PREP+DET+NOUN NOUN+PRON ADJ PREP NOUN+PRON PUNC PUNC PUNC,22
Levantine,2B,ناس نفسيتهم زفت يطلعون يسافرون تركيا وايطاليا ولندن ويرجعون نفسياتهم زفت ☹ ^ وانا اروح بنده وارجع كني عروس جايه من شهر العسل ☺,ناس نفسي+ت+هم زفت يطلعون يسافر+ون تركيا و+ايطاليا و+لندن و+يرجع+ون نفسي+ات+هم زفت ☹ ^ و+انا اروح بنده و+ارجع كن+ي عروس جاي+ه من شهر ال+عسل ☺,NOUN NOUN+NSUFF+PRON ADJ V V+PRON NOUN CONJ+NOUN CONJ+NOUN CONJ+V+PRON NOUN+NSUFF+PRON ADJ EMOT PUNC CONJ+PRON V NOUN CONJ+V PART+PRON NOUN V+PRON PREP NOUN DET+NOUN EMOT,24
Levantine,5B,شارع الجاردنز 0 0 0 0 يا بتلغوا الاشارات 0 0 0 يا بتعملوا طابق تاني فوق السيارات 0 0 كيف ما بعرف 0 0 ! ! ! ! ؟ ؟ ؟ ؟ 0 0 0 0 0 #ازمه 0 0 0 كل الاردن هناك,شارع ال+جاردنز 0 0 0 0 يا ب+تلغ+وا ال+اشار+ات 0 0 0 يا ب+تعمل+وا طابق تاني فوق ال+سيار+ات 0 0 كيف ما ب+عرف 0 0 ! ! ! ! ؟ ؟ ؟ ؟ 0 0 0 0 0 #ازمه 0 0 0 كل ال+اردن هناك,NOUN DET+NOUN PUNC PUNC PUNC PUNC PART PROG_PART+V+PRON DET+NOUN+NSUFF PUNC PUNC PUNC PART PROG_PART+V+PRON NOUN NOUN NOUN DET+NOUN+NSUFF PUNC PUNC PART PART PROG_PART+V PUNC PUNC PUNC PUNC PUNC PUNC PUNC PUNC PUNC PUNC PUNC PUNC PUNC PUNC PUNC HASH PUNC PUNC PUNC NOUN DET+NOUN ADV,45
Levantine,5B,على فكرة مش اشي خرافي تكون البنت هيك ممكن تلاقي شباب كثير حوليها بس هس عارفة شو رأيهم فيها ولشو مكيفين عليها 0 0 اول عن اخر راح ينشطفلك : ),على فكر+ة مش اشي خرافي تكون ال+بنت هيك ممكن تلاقي شباب كثير حولي+ها بس هس عارف+ة شو رأي+هم في+ها و+ل+شو مكيف+ين علي+ها 0 0 اول عن اخر راح ينشطف+ل+ك : ),PREP NOUN+NSUFF PART NOUN ADJ V DET+NOUN ADV ADJ V NOUN NOUN NOUN+PRON PART PART ADJ+NSUFF PART NOUN+PRON PREP+PRON CONJ+PREP+PART ADJ+NSUFF PREP+PRON PUNC PUNC NOUN PREP NOUN FUT_PART V+PREP+PRON PUNC PUNC,31
Levantine,1A,@ayser_mahaftha هخههههههههههههههه انا بس اعصب بسير ادور عليك بس اتفشش فيك انا مستغربه لحدا الان ما اعطيتني ريبورت ه عنجد البست فرند 1,@ayser_mahaftha هخههههههههههههههه انا بس اعصب ب+سير ادور علي+ك بس اتفشش في+ك انا مستغرب+ه ل+حدا الان ما اعطي+ت+ني ريبورت ه عن+جد ال+بست فرند 1,MENTION EMOT PRON ADV V PROG_PART+V V PREP+PRON ADV ADV PREP+PRON PRON ADJ+NSUFF PREP+NOUN PART PART V+PRON+PRON NOUN PUNC PREP+NOUN DET+NOUN NOUN NUM,23
Levantine,5A,@amroalrweidan ههههههههههههههه والله ضحكتني عالاخر 0 .. وانت الك الاجر انك بتدل الناس عليي 0 0 😊 يسعدك,@amroalrweidan ههههههههههههههه و+الله ضحك+ت+ني ع+ال+اخر 0 .. و+انت ال+ك ال+اجر ان+ك ب+تدل ال+ناس علي+ي 0 0 😊 يسعد+ك,MENTION EMOT CONJ+NOUN V+PRON+PRON PREP+DET+NOUN PUNC PUNC CONJ+PRON PREP+PRON DET+NOUN PART+PRON PROG_PART+V DET+NOUN PREP+PRON PUNC PUNC EMOT V+PRON,18
Levantine,3B,#بحزن_عالبنات_لانهم بالاخر لما مايجي شي زي مابدها بترجع بتحكيلك هيك الله بده 0 0 فاهمين موضوع ارادة ربنا غلط,#بحزن_عالبنات_لانهم ب+ال+اخر لما ما+يجي شي زي ما+بد+ها ب+ترجع ب+تحكي+ل+ك هيك الله بد+ه 0 0 فاهم+ين موضوع اراد+ة رب+نا غلط,HASH PREP+DET+NOUN PART PART+V NOUN NOUN PART+NOUN+PRON PROG_PART+V PROG_PART+V+PREP+PRON ADV NOUN NOUN+PRON PUNC PUNC ADJ+PRON NOUN NOUN+NSUFF NOUN+PRON ADV,19
Levantine,1B,اذا حبيت تطلع الحمار الي جواك ، طلعه و انتا بدار الي خلفك 0 .. العالم مش ناقصها,اذا حب+يت تطلع ال+حمار الي جوا+ك ، طلع+ه و انتا ب+دار الي خلف+ك 0 .. ال+عالم مش ناقص+ها,NOUN V+PRON V DET+NOUN PART NOUN+PRON PUNC V+PRON CONJ PRON PREP+NOUN PART V+PRON PUNC PUNC DET+NOUN PART ADJ+PRON,18
Levantine,3B,"لما اهلك يعطوك شغلة ! ""            
           "" لابد من الاهانة يعني ههههههههههههههههههههههه","لما اهل+ك يعط+و+ك شغل+ة ! ""          
             "" لابد من ال+اهان+ة يعني ههههههههههههههههههههههه",PART NOUN+PRON V+PRON+PRON NOUN+NSUFF PUNC PUNC ADJ V+PRON+PREP+PRON PUNC PUNC PART PART+PRON PART PROG_PART+V PART PART PUNC PUNC NOUN PREP DET+NOUN+NSUFF V EMOT,22
Levantine,1A,@sameeraljaghber الله يسعد عمرك يزم بدي اتصبح فيك ما اكون رايق 0 .. يزم احلى صباح والله,@sameeraljaghber الله يسعد عمر+ك ي+زم بد+ي اتصبح في+ك ما اكون رايق 0 .. ي+زم احلى صباح و+الله,MENTION NOUN V NOUN+PRON PART+NOUN NOUN+PRON V PREP+PRON PART V ADJ PUNC PUNC PART+NOUN ADJ NOUN CONJ+NOUN,17
Levantine,1B,التساؤل اللي عم يطرحوه كل اللي بعرفهم هو إنه هاي لجنة تحكيم ولا جاهة ؟ #نجم_الأردن,ال+تساؤل اللي عم يطرح+و+ه كل اللي ب+عرف+هم هو إن+ه هاي لجن+ة تحكيم و+لا جاه+ة ؟ #نجم_الأردن,DET+NOUN PART PART V+PRON+PRON NOUN PART PROG_PART+V+PRON PRON PART+PRON PRON NOUN+NSUFF NOUN CONJ+PART NOUN+NSUFF PUNC HASH,16
Levantine,1B,احنا كيف كنا نصحى طول العمر من ٦ الصبح لالمدرسة وبالأخر بطالة ؟ ! 😭,احنا كيف كنا نصحى طول ال+عمر من ٦ ال+صبح ل+ال+مدرس+ة و+ب+ال+أخر بطال+ة ؟ ! 😭,PRON PART V V NOUN DET+NOUN PREP NUM DET+NOUN PREP+DET+NOUN+NSUFF CONJ+PREP+DET+NOUN NOUN+NSUFF PUNC PUNC EMOT,15
Levantine,3A,لما اكون بالباص ويجي اللي قدامي يرجع الكرسي بدون ما يستأذن مني ، جكر بضل اخبط بالكرسي برجلي لحتى يحس انه مدايقني وعالفاضي مافي :p ذووق,لما اكون ب+ال+باص و+يج+ي اللي قدام+ي يرجع ال+كرسي بدون ما يستأذن من+ي ، جكر ب+ضل اخبط ب+ال+كرسي ب+رجل+ي ل+حتى يحس ان+ه مدايق+ني و+ع+ال+فاضي ما+في :p ذووق,PART V PREP+DET+NOUN CONJ+V+PRON PART NOUN+PRON V PREP+NOUN NOUN PART V PREP+PRON PUNC NOUN PROG_PART+V V PREP+DET+NOUN PREP+NOUN+PRON PREP+PART V PART+PRON ADJ+PRON CONJ+PREP+DET+NOUN PART+PREP EMOT NOUN,26
Levantine,5B,@mj_rahal بطاطا زابطه بتاتا بس بندوره مو زابطه بنتوره خف شوي علينا ضربت اللغه العربيه,@mj_rahal بطاطا زابط+ه بتاتا بس بندور+ه مو زابط+ه بنتور+ه خف شوي علي+نا ضرب+ت ال+لغ+ه ال+عربي+ه,MENTION NOUN V+PRON NOUN PART NOUN+NSUFF PART V+PRON NOUN+NSUFF V NOUN PREP+PRON V+PRON DET+NOUN+NSUFF DET+ADJ+NSUFF,15
Levantine,5A,موت طفل عمره 3 سنوات على معبر رفح هو قمة اللاإنسانية من نظام السيسي 0 ... السيسي اللي بصوم إثنين وخميس وببكي بصلاة الظهر !,موت طفل عمر+ه 3 سنوات على معبر رفح هو قم+ة ال+لاإنساني+ة من نظام ال+سيسي 0 ... ال+سيسي اللي ب+صوم إثنين و+خميس و+ب+بكي ب+صلا+ة ال+ظهر !,NOUN NOUN NOUN+NSUFF NUM NOUN PREP NOUN NOUN PRON NOUN+NSUFF DET+ADJ+NSUFF PREP NOUN DET+NOUN PUNC PUNC DET+NOUN PART PROG_PART+V NOUN CONJ+NOUN CONJ+PROG_PART+V PREP+NOUN+NSUFF DET+NOUN PUNC,25
Levantine,1A,ابن الاصل بضل ابن الاصل وين ما انحط ، ، ، ، ، ، والنوري بضل نوري وين ما انحط ، ، ، ، العرق دساس #حقيقة,ابن ال+اصل ب+ضل ابن ال+اصل وين ما انحط ، ، ، ، ، ، و+ال+نوري ب+ضل نوري وين ما انحط ، ، ، ، ال+عرق دساس #حقيقة,NOUN DET+NOUN PROG_PART+V NOUN DET+NOUN PART PART V PUNC PUNC PUNC PUNC PUNC PUNC CONJ+DET+NOUN PROG_PART+V NOUN PART PART V PUNC PUNC PUNC PUNC DET+NOUN NOUN HASH,27
Levantine,5B,@3yoosh94 لا هاي ولا هاي هي الواحد عايش ومرتاح وشحن موبايله فل ودايما معه كردت وبسهر على كيفه ليش وجع الراس 😝 😝,@3yoosh94 لا هاي و+لا هاي هي ال+واحد عايش و+مرتاح و+شحن موبايل+ه فل و+دايم+ا مع+ه كردت و+ب+سهر على كيف+ه ليش وجع ال+راس 😝 😝,MENTION PART PRON CONJ+PART PRON PRON DET+NOUN ADJ CONJ+ADJ CONJ+NOUN NOUN+NSUFF ADJ CONJ+ADJ+CASE NOUN+PRON NOUN CONJ+PROG_PART+V PREP PART+PRON PART NOUN DET+NOUN EMOT EMOT,23
Levantine,4B,بس حدا يغلط معك ، و أنت تعتبره مو غلط و تنسى ، و أنت تغلط معه نفس الغلط ، و يحاسبك عليه ، ف أنت غلطان إنك بتعرفه : ),بس حدا يغلط مع+ك ، و أنت تعتبر+ه مو غلط و تنسى ، و أنت تغلط مع+ه نفس ال+غلط ، و يحاسب+ك علي+ه ، ف أنت غلطان إن+ك ب+تعرف+ه : ),ADV NOUN V NOUN+PRON PUNC CONJ PRON V+PRON PART NOUN CONJ V PUNC CONJ PRON V NOUN+PRON NOUN DET+NOUN PUNC CONJ V+PRON PREP+PRON PUNC CONJ PRON ADJ PART+PRON PROG_PART+V+PRON PUNC PUNC,31
Levantine,4B,الناس ماعاد يشوفونا من اذانيهم ! لا ياحبيبي صاروا يخترعوا حكي من راسهم و يصدقوه و يشوفونا فيه,ال+ناس ما+عاد يشوف+و+نا من اذان+ي+هم ! لا يا+حبيب+ي صار+وا يخترع+وا حكي من راس+هم و يصدق+و+ه و يشوف+و+نا في+ه,DET+NOUN PART+V V+PRON+PRON PREP NOUN+PRON+PRON PUNC PART PART+NOUN+PRON V+PRON V+PRON NOUN PREP NOUN+PRON CONJ V+PRON+PRON CONJ V+PRON+PRON PREP+PRON,18
Levantine,2A,@FarahSharawi لا مش عشان هيك بس حاسيتك زهقانة قلب الأم,@FarahSharawi لا مش عشان هيك بس حاس+يت+ك زهقان+ة قلب ال+أم,MENTION PART PART PART ADV ADV V+PRON+PRON ADJ+NSUFF NOUN DET+NOUN,10
Levantine,5B,احبابي ساعات قليلة بتفصلنا عن الحسم بتمنى تكثفو التصويت وبعتذر اليوم اذا قصرت بالتواصل معكن اليوم بس بوعدكن اننا 0 .. http://t.co/eCYmK1ZZ2F,احباب+ي ساع+ات قليل+ة ب+تفصل+نا عن ال+حسم ب+تمنى تكثف+و ال+تصويت و+ب+عتذر ال+يوم اذا قصر+ت ب+ال+تواصل مع+كن ال+يوم بس ب+وعد+كن ان+نا 0 .. http://t.co/eCYmK1ZZ2F,NOUN+PRON NOUN+NSUFF ADJ+NSUFF PROG_PART+V+PRON PREP DET+NOUN PROG_PART+V V+PRON DET+NOUN CONJ+PREP+V DET+NOUN NOUN V+PRON PREP+DET+NOUN NOUN+PRON DET+NOUN PART PREP+V+PRON PART+PRON PUNC PUNC URL,22
Levantine,1B,@besozoubi @Medomisto قييييييييييييييييييييييييمي المزهرية اللي ع الباب ابوس ايدك ولك,@besozoubi @Medomisto قييييييييييييييييييييييييم+ي ال+مزهري+ة اللي ع ال+باب ابوس ايد+ك و+لك,MENTION MENTION V+PRON DET+NOUN+NSUFF PART PREP DET+NOUN V NOUN+PRON CONJ+PART,10
Levantine,3B,كمان 15 متابع بصير 500 نفسي اشوف هالرقم #ملاحظه هذا المستخدم يشحد بالعقل,كمان 15 متابع ب+صير 500 نفس+ي اشوف ه+ال+رقم #ملاحظه هذا ال+مستخدم يشحد ب+ال+عقل,ADV NUM NOUN FUT_PART+V NUM NOUN+PRON V PRON+DET+NOUN HASH PRON DET+NOUN V PREP+DET+NOUN,13
Levantine,5A,طعميني من شبسك مابدي بحكيلك طعميني يا حيوان انا كنت بدي اطعميك بس مشان حكيت حيوان بطلت أما ذكريات هههههههههههه,طعم+ي+ني من شبس+ك ما+بد+ي ب+حكي+ل+ك طعم+ي+ني يا حيوان انا كن+ت بد+ي اطعم+ي+ك بس مشان حكي+ت حيوان بطل+ت أما ذكري+ات هههههههههههه,V+PRON+PRON PREP NOUN+PRON PART+NOUN+PRON PROG_PART+V+PREP+PRON V+PRON+PRON PART NOUN PRON V+PRON NOUN+PRON V+PRON+PRON PART PART V+PRON NOUN V+PRON PART NOUN+NSUFF EMOT,20
Levantine,3B,"مش شرط ازا حبيت حدا تصير تقلده و تستخدم اسلوبه بطرح الافكار 0 ابدا "" مش شرط و ما رح يعمل نتيجه","مش شرط ازا حب+يت حدا تصير تقلد+ه و تستخدم اسلوب+ه ب+طرح ال+افكار 0 ابد+ا "" مش شرط و ما رح يعمل نتيج+ه",PART NOUN NOUN V+PRON NOUN V V+PRON CONJ V NOUN+PRON PREP+NOUN DET+NOUN PUNC NOUN+CASE PUNC PART NOUN CONJ PART FUT_PART V NOUN+NSUFF,22
Levantine,1A,مهو وحدة من الشغلتين 0 0 0 يا إما هوا ببعث إلكم دي إم عشان تساووله ريتويت 0 0 0 يا إما أنا غبي ومش قادر أستوعب عمق المعاني العظيمة اللي بكلامه ! !,م+هو وحد+ة من ال+شغل+ت+ين 0 0 0 يا إما هوا ب+بعث إل+كم دي إم عشان تساو+و+ل+ه ريتويت 0 0 0 يا إما أنا غبي و+مش قادر أستوعب عمق ال+معاني ال+عظيم+ة اللي ب+كلام+ه ! !,PART+PRON NOUN+NSUFF PREP DET+NOUN+NSUFF+NSUFF PUNC PUNC PUNC PART PART PRON PROG_PART+V PREP+PRON NOUN NOUN PART V+PRON+PREP+PRON NOUN PUNC PUNC PUNC PART PART PRON ADJ CONJ+PART ADJ V NOUN DET+NOUN DET+ADJ+NSUFF PART PREP+NOUN+PRON PUNC PUNC,34
Levantine,1B,@FarahRawahneh في مجتمعك اللي بحكي انجليزي غلط بكون غبي ، اما الاجنبي اللي بكسر كل الاحرف العربية و بنكيف عليه و بنعتبره مبدع 0,@FarahRawahneh في مجتمع+ك اللي ب+حكي انجليزي غلط ب+كون غبي ، اما ال+اجنبي اللي ب+كسر كل ال+احرف ال+عربي+ة و ب+نكيف علي+ه و ب+نعتبر+ه مبدع 0,MENTION PREP NOUN+PRON PART PROG_PART+V NOUN ADV PROG_PART+V ADJ PUNC PART DET+NOUN PART PROG_PART+V NOUN DET+NOUN DET+ADJ+NSUFF CONJ PROG_PART+V PREP+PRON CONJ PROG_PART+V+PRON ADJ PUNC,24
Levantine,5B,"كنا نحضر "" عالم الحيوان "" و احنا صغار 0 0 و هسا لما كبرنا صرنا نعيش فيه","كنا نحضر "" عالم ال+حيوان "" و احنا صغار 0 0 و هسا لما كبر+نا صر+نا نعيش في+ه",V V PUNC NOUN DET+NOUN PUNC CONJ PRON ADJ PUNC PUNC CONJ NOUN PART V+PRON V+PRON V PREP+PRON,18
Levantine,1B,شو دائما بحكي ؟ الحياة سعبة و الإنسان دعيف منه لالله الي ورجاني الصورة هههههههه http://t.co/gbtT3aWnyp,شو دائم+ا ب+حكي ؟ ال+حيا+ة سعب+ة و ال+إنسان دعيف من+ه ل+الله الي ورجا+ني ال+صور+ة هههههههه http://t.co/gbtT3aWnyp,PART ADJ+CASE PROG_PART+V PUNC DET+NOUN+NSUFF ADJ+NSUFF CONJ DET+NOUN ADJ PREP+PRON PREP+NOUN PART V+PRON DET+NOUN+NSUFF EMOT URL,16
Levantine,1A,ما بدس ادرس من الأخير خليني خبص علفيرست مشان شد حيلي عل سيكاند 0,ما بدس ادرس من ال+أخير خلي+ني خبص ع+ل+فيرست مشان شد حيل+ي ع+ل سيكاند 0,PART ADV V PREP DET+ADJ V+PRON V PREP+DET+NOUN PART V NOUN+PRON PREP+DET NOUN PUNC,14
