dialect,sentence_id,token_index,word,morphological_segment,pos_tag
Maghrebi,5B_1448,7,مرحبا,مرحبا,NOUN
Maghrebi,5B_1449,8,الخانزات,ال+خانز+ات,DET+NOUN+NSUFF
Maghrebi,5B_1450,9,ياترى,يا+ترى,PART+V
Maghrebi,5B_1451,10,علاش,علاش,PART
Maghrebi,5B_1452,11,مانتقدتو,ما+نتقد+تو,PART+V+PRON
Maghrebi,5B_1453,12,سكينة,سكين+ة,NOUN+NSUFF
Maghrebi,5B_1454,13,لي,لي,PART
Maghrebi,5B_1455,14,كانت,كان+ت,V+PRON
Maghrebi,5B_1456,15,تبكي,تبكي,V
Maghrebi,5B_1457,16,ع,ع,PREP
Maghrebi,5B_1458,17,رفاييل,رفاييل,NOUN
Maghrebi,5B_1459,18,…,…,PUNC
Maghrebi,4A_1460,1,بغيتي,بغي+تي,V+PRON
Maghrebi,4A_1461,2,يكون,يكون,V
Maghrebi,4A_1462,3,عندك,عند+ك,NOUN+PRON
Maghrebi,4A_1463,4,#الزهر,#الزهر,HASH
Maghrebi,4A_1464,5,مع,مع,CONJ
Maghrebi,4A_1465,6,بنادم,بنادم,NOUN
Maghrebi,4A_1466,7,فهاد,ف+هاد,PREP+PRON
Maghrebi,4A_1467,8,البلاد,ال+بلاد,DET+NOUN
Maghrebi,4A_1468,9,؟,؟,PUNC
Maghrebi,4A_1469,10,كذب,كذب,V
Maghrebi,4A_1470,11,و,و,CONJ
Maghrebi,4A_1471,12,تفلا,تفلا,V
Maghrebi,4A_1472,13,و,و,CONJ
Maghrebi,4A_1473,14,جرجر,جرجر,V
Maghrebi,4A_1474,15,عباد,عباد,NOUN
Maghrebi,4A_1475,16,الله,الله,NOUN
Maghrebi,4A_1476,17,،,،,PUNC
Maghrebi,4A_1477,18,غادي,غادي,PART
Maghrebi,4A_1478,19,تولي,تولي,V
Maghrebi,4A_1479,20,أنت,أنت,PRON
Maghrebi,4A_1480,21,هو,هو,PRON
Maghrebi,4A_1481,22,سيدي,سيد+ي,NOUN+PRON
Maghrebi,4A_1482,23,و,و,CONJ
Maghrebi,4A_1483,24,مولاي,مولاي,NOUN
Maghrebi,4A_1484,25,و,و,CONJ
Maghrebi,4A_1485,26,مابحالك,ما+ب+حال+ك,PART+PART+NOUN+PRON
Maghrebi,4A_1486,27,حد,حد,NOUN
Maghrebi,4A_1487,28,.,.,PUNC
Maghrebi,4A_1488,29,.,.,PUNC
Maghrebi,4A_1489,30,…,…,PUNC
Maghrebi,2A_1490,1,#WeWantSouhilaInConstantine,#WeWantSouhilaInConstantine,HASH
Maghrebi,2A_1491,2,بلا,ب+لا,PREP+PART
Maghrebi,2A_1492,3,مانحكيو,ما+نحكي+و,PART+V+PRON
Maghrebi,2A_1493,4,راها,را+ها,PART+PRON
Maghrebi,2A_1494,5,معروفة,معروف+ة,ADJ+NSUFF
Maghrebi,2A_1495,6,شكون,شكون,PART
Maghrebi,2A_1496,7,سهيلة,سهيل+ة,NOUN+NSUFF
Maghrebi,2A_1497,8,فالمهرجانات,ف+ال+مهرجان+ات,PREP+DET+NOUN+NSUFF
Maghrebi,2A_1498,9,😔,😔,EMOT
Maghrebi,2A_1499,10,نتمنى,نتمنى,V
Maghrebi,2A_1500,11,نشوفوها,نشوف+و+ها,V+PRON+PRON
Maghrebi,2A_1501,12,في,في,PREP
Maghrebi,2A_1502,13,عاصمة,عاصم+ة,NOUN+NSUFF
Maghrebi,2A_1503,14,الثقافة,ال+ثقاف+ة,DET+NOUN+NSUFF
Maghrebi,2A_1504,15,قسنطينة,قسنطين+ة,NOUN+NSUFF
Maghrebi,2A_1505,16,😆,😆,EMOT
Maghrebi,2A_1506,17,❤,❤,EMOT
Maghrebi,2A_1507,18,https,https,URL
Maghrebi,2A_1508,19,:,:,PUNC
Maghrebi,2A_1509,20,…,…,PUNC
Maghrebi,3A_1510,1,بليز,بليز,NOUN
Maghrebi,3A_1511,2,سوهابيين,سوهابيين,NOUN
Maghrebi,3A_1512,3,انشروها,انشر+و+ها,V+PRON+PRON
Maghrebi,3A_1513,4,باش,باش,PART
Maghrebi,3A_1514,5,توصل,توصل,V
Maghrebi,3A_1515,6,لايهاب,ل+ايهاب,PREP+NOUN
Maghrebi,3A_1516,7,بليز,بليز,NOUN
Maghrebi,3A_1517,8,#SouhailaBenLachhab,#SouhailaBenLachhab,HASH
Maghrebi,3A_1518,9,#IhabAmir,#IhabAmir,HASH
Maghrebi,3A_1519,10,https://t.co/hicE1VdfMb,https://t.co/hicE1VdfMb,URL
Maghrebi,1A_1520,1,@AmNaAlgeriana,@AmNaAlgeriana,MENTION
Maghrebi,1A_1521,2,@akdi2014oumaima,@akdi2014oumaima,MENTION
Maghrebi,1A_1522,3,بلييز,بلييز,NOUN
Maghrebi,1A_1523,4,اخواننا,اخوان+نا,NOUN+PRON
Maghrebi,1A_1524,5,الجزائريين,ال+جزائري+ين,DET+ADJ+NSUFF
Maghrebi,1A_1525,6,عاونو,عاون+و,V+PRON
Maghrebi,1A_1526,7,حنان,حنان,NOUN
Maghrebi,1A_1527,8,في,في,PREP
Maghrebi,1A_1528,9,الفولورز,ال+فولورز,DET+NOUN
Maghrebi,1A_1529,10,راه,را+ه,PART+PRON
Maghrebi,1A_1530,11,كلشي,كلشي,NOUN
Maghrebi,1A_1531,12,فاتها,فات+ها,V+PRON
Maghrebi,1A_1532,13,مفهمناش,م+فهم+نا+ش,PART+V+PRON+NEG_PART
Maghrebi,1A_1533,14,كيفاش,كيفاش,PART
Maghrebi,1A_1534,15,اذا,اذا,PART
Maghrebi,1A_1535,16,كان,كان,V
Maghrebi,1A_1536,17,ممكن,ممكن,NOUN
Maghrebi,1A_1537,18,#H,#H,HASH
Maghrebi,1A_1538,19,…,…,PUNC
Maghrebi,2B_1539,1,#hananeelkhader,#hananeelkhader,HASH
Maghrebi,2B_1540,2,بنادم,بن+ادم,NOUN+NOUN
Maghrebi,2B_1541,3,مكلخ,مكلخ,ADJ
Maghrebi,2B_1542,4,واش,واش,PART
Maghrebi,2B_1543,5,بغيتو,بغيت+و,V+PRON
Maghrebi,2B_1544,6,نبقى,نبقى,V
Maghrebi,2B_1545,7,نصرع,نصرع,V
Maghrebi,2B_1546,8,على,على,PREP
Maghrebi,2B_1547,9,امك,ام+ك,NOUN+PRON
Maghrebi,2B_1548,10,كاملين,كامل+ين,NOUN+NSUFF
Maghrebi,2B_1549,11,لبدوها,ل+بدو+ها,PART+V+PRON
Maghrebi,2B_1550,12,وسكتو,و+سكت+و,CONJ+V+PRON
Maghrebi,2B_1551,13,تتحدتون,تتحدت+ون,V+PRON
Maghrebi,2B_1552,14,عن,عن,PREP
Maghrebi,2B_1553,15,تشريف,تشريف,NOUN
Maghrebi,2B_1554,16,المغرب,ال+مغرب,DET+NOUN
Maghrebi,2B_1555,17,وبلابلا,و+بلابلا,CONJ+NOUN
Maghrebi,2B_1556,18,وانتوما,و+انتوما,CONJ+PRON
Maghrebi,2B_1557,19,محسادة,محساد+ة,ADJ+NSUFF
Maghrebi,2B_1558,20,شي,شي,NOUN
Maghrebi,2B_1559,21,…,…,PUNC
Maghrebi,1A_1560,1,@souhilastar4,@souhilastar4,MENTION
Maghrebi,1A_1561,2,بنت,بنت,NOUN
Maghrebi,1A_1562,3,بلادي,بلاد+ي,NOUN+PRON
Maghrebi,1A_1563,4,فانز,فانز,NOUN
Maghrebi,1A_1564,5,عباس,عباس,NOUN
Maghrebi,1A_1565,6,وخاصة,و+خاص+ة,CONJ+NOUN+NSUFF
Maghrebi,1A_1566,7,بنت,بنت,NOUN
Maghrebi,1A_1567,8,سعودية,سعودي+ة,NOUN+NSUFF
Maghrebi,1A_1568,9,واخت,و+اخ+ت,CONJ+NOUN+NSUFF
Maghrebi,1A_1569,10,عباس,عباس,NOUN
Maghrebi,1A_1570,11,يخططون,يخطط+ون,V+PRON
Maghrebi,1A_1571,12,ضد,ضد,NOUN
Maghrebi,1A_1572,13,سهيلة,سهيل+ة,NOUN+NSUFF
Maghrebi,1A_1573,14,ويقولون,و+يقول+ون,CONJ+V+PRON
Maghrebi,1A_1574,15,لازم,لازم,NOUN
Maghrebi,1A_1575,16,عباس,عباس,NOUN
Maghrebi,1A_1576,17,مايحكي,ما+يحكي,PART+V
Maghrebi,1A_1577,18,مع,مع,CONJ
Maghrebi,1A_1578,19,شنتال,شنتال,NOUN
Maghrebi,1A_1579,20,باش,باش,PART
Maghrebi,1A_1580,21,يفرق,يفرق,V
Maghrebi,1A_1581,22,…,…,PUNC
Maghrebi,2A_1582,1,بنت,بنت,NOUN
Maghrebi,2A_1583,2,بلد,بلد,NOUN
Maghrebi,2A_1584,3,المليون,ال+مليون,DET+NOUN
Maghrebi,2A_1585,4,و,و,CONJ
Maghrebi,2A_1586,5,نصف,نصف,NOUN
Maghrebi,2A_1587,6,مليون,مليون,NOUN
Maghrebi,2A_1588,7,شهيد,شهيد,NOUN
Maghrebi,2A_1589,8,بلد,بلد,NOUN
Maghrebi,2A_1590,9,القارة,ال+قار+ة,DET+NOUN+NSUFF
Maghrebi,2A_1591,10,لم,لم,PART
Maghrebi,2A_1592,11,اختار,اختار,V
Maghrebi,2A_1593,12,ان,ان,PART
Maghrebi,2A_1594,13,اكون,اكون,V
Maghrebi,2A_1595,14,جزائرية,جزائري+ة,NOUN+NSUFF
Maghrebi,2A_1596,15,لكن,لكن,PART
Maghrebi,2A_1597,16,ربي,رب+ي,NOUN+NSUFF
Maghrebi,2A_1598,17,حبني,حب+ني,V+PRON
Maghrebi,2A_1599,18,باش,باش,PART
Maghrebi,2A_1600,19,نكون,نكون,V
Maghrebi,2A_1601,20,من,من,PREP
Maghrebi,2A_1602,21,بﻻد,بﻻد,NOUN
Maghrebi,2A_1603,22,لي,لي,PART
Maghrebi,2A_1604,23,واحد,واحد,NOUN
Maghrebi,2A_1605,24,ما,ما,PART
Maghrebi,2A_1606,25,يطيح,يطيح,V
Maghrebi,2A_1607,26,بشعبها,ب+شعب+ها,PREP+NOUN+PRON
Maghrebi,2A_1608,27,💪,💪,EMOT
Maghrebi,2A_1609,28,…,…,PUNC
Maghrebi,3B_1610,1,بينالتي,بينالتي,NOUN
Maghrebi,3B_1611,2,واخا,واخا,NOUN
Maghrebi,3B_1612,3,،,،,PUNC
Maghrebi,3B_1613,4,ولكن,و+لكن,CONJ+PART
Maghrebi,3B_1614,5,علاش,علاش,PART
Maghrebi,3B_1615,6,الحمرا,ال+حمرا,DET+NOUN
Maghrebi,3B_1616,7,،,،,PUNC
Maghrebi,3B_1617,8,علاش,علاش,PART
Maghrebi,3B_1618,9,؟,؟,PUNC
Maghrebi,3A_1619,1,@Gulia_Salim,@Gulia_Salim,MENTION
Maghrebi,3A_1620,2,@ninoucha3006,@ninoucha3006,MENTION
Maghrebi,3A_1621,3,شكون,شكون,PART
Maghrebi,3A_1622,4,اللي,اللي,PART
Maghrebi,3A_1623,5,قالو,قال+و,V+PRON
Maghrebi,3A_1624,6,ما,ما,PART
Maghrebi,3A_1625,7,ديروا,دير+وا,V+PRON
Maghrebi,3A_1626,8,والوا,والوا,NOUN
Maghrebi,3A_1627,9,والله,و+الله,CONJ+NOUN
Maghrebi,3A_1628,10,رانا,را+نا,PART+PRON
Maghrebi,3A_1629,11,خدامين,خدام+ين,NOUN+NSUFF
Maghrebi,3A_1630,12,و,و,CONJ
Maghrebi,3A_1631,13,حكيت,حكي+ت,V+PRON
Maghrebi,3A_1632,14,مع,مع,CONJ
Maghrebi,3A_1633,15,حصة,حص+ة,NOUN+NSUFF
Maghrebi,3A_1634,16,جزائرية,جزائري+ة,ADJ+NSUFF
Maghrebi,3A_1635,17,وعدوني,وعد+و+ني,V+PRON+PRON
Maghrebi,3A_1636,18,يجيبوا,يجيب+وا,V+PRON
Maghrebi,3A_1637,19,اهاب,اهاب,NOUN
Maghrebi,3A_1638,20,و,و,CONJ
Maghrebi,3A_1639,21,سوها,سوها,NOUN
Maghrebi,5A_1640,1,#كلاسيكيات_الابتدائي,#كلاسيكيات_الابتدائي,HASH
Maghrebi,5A_1641,2,-,-,PUNC
Maghrebi,5A_1642,3,كتسخن,ك+تسخن,CONJ+V
Maghrebi,5A_1643,4,يديك,يد+ي+ك,NOUN+NSUFF+PRON
Maghrebi,5A_1644,5,فـالدجين,ف+ال+دجين,PREP+DET+NOUN
Maghrebi,5A_1645,6,قبل,قبل,ADV
Maghrebi,5A_1646,7,ما,ما,PART
Maghrebi,5A_1647,8,تاكل,تاكل,V
Maghrebi,5A_1648,9,العصى,ال+عصى,DET+NOUN
Maghrebi,5A_1649,10,و,و,CONJ
Maghrebi,5A_1650,11,من,من,PREP
Maghrebi,5A_1651,12,بعد,بعد,ADV
Maghrebi,5A_1652,13,ما,ما,PART
Maghrebi,5A_1653,14,كتاكلها,ك+تاكل+ها,PROG_PART+V+PRON
Maghrebi,5A_1654,15,كتجي,ك+تجي,CONJ+V
Maghrebi,5A_1655,16,تبرد,تبرد,V
Maghrebi,5A_1656,17,يديك,يد+ي+ك,NOUN+NSUFF+PRON
Maghrebi,5A_1657,18,فديك,ف+دي+ك,PREP+NOUN+PRON
Maghrebi,5A_1658,19,الحديدة,ال+حديد+ة,DET+NOUN+NSUFF
Maghrebi,5A_1659,20,ديال,ديال,PREP
Maghrebi,5A_1660,21,الطاولة,ال+طاول+ة,DET+NOUN+NSUFF
Maghrebi,5A_1661,22,…,…,PUNC
Maghrebi,3A_1662,1,@souhilabintarab,@souhilabintarab,MENTION
Maghrebi,3A_1663,2,تستاهلي,تستاهل+ي,V+PRON
Maghrebi,3A_1664,3,كل,كل,NOUN
Maghrebi,3A_1665,4,الناس,ال+ناس,DET+NOUN
Maghrebi,3A_1666,5,يحبوك,يحب+و+ك,V+PRON+PRON
Maghrebi,3A_1667,6,انت,انت,PRON
Maghrebi,3A_1668,7,بنت,بنت,NOUN
Maghrebi,3A_1669,8,العرب,ال+عرب,DET+NOUN
Maghrebi,3A_1670,9,وحدتي,وحد+ت+ي,V+PRON+PRON
Maghrebi,3A_1671,10,شعبين,شعب+ين,NOUN+NSUFF
Maghrebi,3A_1672,11,وبسببك,و+ب+سبب+ك,CONJ+PREP+NOUN+PRON
Maghrebi,3A_1673,12,انت,انت,PRON
Maghrebi,3A_1674,13,وايهاب,و+ايهاب,CONJ+NOUN
Maghrebi,3A_1675,14,ماصراش,ما+صرا+ش,PART+V+NEG_PART
Maghrebi,3A_1676,15,كيما,كيما,ADV
Maghrebi,3A_1677,16,العام,ال+عام,DET+NOUN
Maghrebi,3A_1678,17,ليفات,لي+فات,PRON+V
Maghrebi,1B_1679,1,تسكاتيين,ت+سكات+يين,PART+NOUN+NSUFF
Maghrebi,1B_1680,2,اشنو,اشنو,PART
Maghrebi,1B_1681,3,كاتبة,كاتب+ة,NOUN+NSUFF
Maghrebi,1B_1682,4,ابتسام,ابتسام,NOUN
Maghrebi,1B_1683,5,في,في,PREP
Maghrebi,1B_1684,6,هدا,هدا,PART
Maghrebi,1B_1685,7,صورة,صور+ة,NOUN+NSUFF
Maghrebi,1B_1686,8,واش,واش,PART
Maghrebi,1B_1687,9,كاين,كاين,ADJ
Maghrebi,1B_1688,10,شي,شي,NOUN
Maghrebi,1B_1689,11,حد,حد,NOUN
Maghrebi,1B_1690,12,يجاوب,يجاوب,V
Maghrebi,1B_1691,13,#IbtissamTiskat,#IbtissamTiskat,HASH
Maghrebi,1B_1692,14,https://t.co/R70AqCeemw,https://t.co/R70AqCeemw,URL
Maghrebi,2A_1693,1,تصبحوا,تصبح+وا,V+PRON
Maghrebi,2A_1694,2,على,على,PREP
Maghrebi,2A_1695,3,خير,خير,NOUN
Maghrebi,2A_1696,4,يا,يا,PART
Maghrebi,2A_1697,5,رباعه,رباع+ه,NOUN+NSUFF
Maghrebi,2A_1698,6,ديال,ديال,PREP
Maghrebi,2A_1699,7,المسطيين,ال+مسطي+ين,DET+NOUN+NSUFF
Maghrebi,2A_1700,8,#كلاسيكيات_الابتدائي,#كلاسيكيات_الابتدائي,HASH
Maghrebi,2A_1701,9,http://t.co/QBM8haI8pM,http://t.co/QBM8haI8pM,URL
Maghrebi,1B_1702,1,تفكرت,تفكر+ت,V+PRON
Maghrebi,1B_1703,2,ريم,ريم,NOUN
Maghrebi,1B_1704,3,غزالي,غزالي,NOUN
Maghrebi,1B_1705,4,كي,كي,PART
Maghrebi,1B_1706,5,حكات,حك+ات,V+PRON
Maghrebi,1B_1707,6,نهار,نهار,NOUN
Maghrebi,1B_1708,7,خرجوها,خرج+و+ها,V+PRON+PRON
Maghrebi,1B_1709,8,تشوف,تشوف,V
Maghrebi,1B_1710,9,لبنان,لبنان,NOUN
Maghrebi,1B_1711,10,قالت,قال+ت,V+PRON
Maghrebi,1B_1712,11,3,3,NUM
Maghrebi,1B_1713,12,ساعات,ساع+ات,NOUN+NSUFF
Maghrebi,1B_1714,13,كملنا,كمل+نا,V+PRON
Maghrebi,1B_1715,14,دورة,دور+ة,NOUN+NSUFF
Maghrebi,1B_1716,15,قالتلهم,قال+ت+ل+هم,V+PRON+PREP+PRON
Maghrebi,1B_1717,16,هاكا,هاكا,ADV
Maghrebi,1B_1718,17,تقول,تقول,V
Maghrebi,1B_1719,18,راني,را+ني,PART+PRON
Maghrebi,1B_1720,19,من,من,PREP
Maghrebi,1B_1721,20,باب,باب,NOUN
Maghrebi,1B_1722,21,الواد,ال+واد,DET+NOUN
Maghrebi,1B_1723,22,لحيدرة,ل+حيدرة,NOUN+NSUFF
Maghrebi,1B_1724,23,ل,ل,PREP
Maghrebi,1B_1725,24,زيرالدة,زيرالد+ة,NOUN+NSUFF
Maghrebi,1B_1726,25,…,…,PUNC
Maghrebi,2B_1727,1,#كلاسيكيات_الابتدائي,#كلاسيكيات_الابتدائي,HASH
Maghrebi,2B_1728,2,تكري,تكري,V
Maghrebi,2B_1729,3,من,من,PREP
Maghrebi,2B_1730,4,الخزانة,ال+خزان+ة,DET+NOUN+NSUFF
Maghrebi,2B_1731,5,ديال,ديال,PREP
Maghrebi,2B_1732,6,القسم,ال+قسم,DET+NOUN
Maghrebi,2B_1733,7,هاد,هاد,PRON
Maghrebi,2B_1734,8,القصص,ال+قصص,DET+NOUN
Maghrebi,2B_1735,9,ب,ب,PREP
Maghrebi,2B_1736,10,ربعة,ربع+ة,NOUN+NSUFF
Maghrebi,2B_1737,11,دريال,د+ريال,PART+NOUN
Maghrebi,2B_1738,12,http://t.co/IqxcggbQ4V,http://t.co/IqxcggbQ4V,URL
Maghrebi,1A_1739,1,شكون,شكون,PART
Maghrebi,1A_1740,2,من,من,PREP
Maghrebi,1A_1741,3,المواهب,ال+مواهب,DET+NOUN
Maghrebi,1A_1742,4,تبغيو,تبغي+و,V+PRON
Maghrebi,1A_1743,5,تشوفو,تشوف+و,V+PRON
Maghrebi,1A_1744,6,معايا,معا+يا,NOUN+PRON
Maghrebi,1A_1745,7,في,في,PREP
Maghrebi,1A_1746,8,سهرة,سهر+ة,NOUN+NSUFF
Maghrebi,1A_1747,9,4,4,NUM
Maghrebi,1A_1748,10,مارس,مارس,NOUN
Maghrebi,1A_1749,11,بميكاراما,ب+ميكاراما,PREP+NOUN
Maghrebi,1A_1750,12,الدارالبيضاء,ال+دار+ال+بيضاء,DET+NOUN+DET+NOUN
Maghrebi,1A_1751,13,؟,؟,PUNC
Maghrebi,1A_1752,14,خليو,خلي+و,V+PRON
Maghrebi,1A_1753,15,اقتراحاتكم,اقتراح+ات+كم,NOUN+NSUFF+PRON
Maghrebi,1A_1754,16,http://ift.tt/1T8y2Qq,http://ift.tt/1T8y2Qq,URL
Maghrebi,2B_1755,1,@SouhilaBnLachab,@SouhilaBnLachab,MENTION
Maghrebi,2B_1756,2,تنبيه,تنبيه,NOUN
Maghrebi,2B_1757,3,:,:,PUNC
Maghrebi,2B_1758,4,هذا,هذا,PRON
Maghrebi,2B_1759,5,كذاب,كذاب,NOUN
Maghrebi,2B_1760,6,لا,لا,PART
Maghrebi,2B_1761,7,تصدقوه,تصدق+و+ه,V+PRON+PRON
Maghrebi,2B_1762,8,حسابها,حساب+ها,NOUN+NSUFF
Maghrebi,2B_1763,9,راه,را+ه,PART+PRON
Maghrebi,2B_1764,10,يمشي,يمشي,V
Maghrebi,2B_1765,11,.,.,PUNC
Maghrebi,2B_1766,12,...,...,PUNC
Maghrebi,2B_1767,13,https://t.co/TtUhTxzdof,https://t.co/TtUhTxzdof,URL
Maghrebi,2B_1768,14,#SouhilaBenLachhab,#SouhilaBenLachhab,HASH
Maghrebi,2B_1769,15,#لن_اتخلي_عن_سهيله,#لن_اتخلي_عن_سهيله,HASH
Maghrebi,2A_1770,1,#توحشناك_يا_ايهاب,#توحشناك_يا_ايهاب,HASH
Maghrebi,2A_1771,2,#توحشناك_يا_ايهاب,#توحشناك_يا_ايهاب,HASH
Maghrebi,2A_1772,3,#الله_يشافيك_ايهاب,#الله_يشافيك_ايهاب,HASH
Maghrebi,2A_1773,4,توحشنا,توحش+نا,V+PRON
Maghrebi,2A_1774,5,الضحكة,ال+ضحك+ة,DET+NOUN+NSUFF
Maghrebi,2A_1775,6,الخطيييرة,ال+خطييير+ة,DET+ADJ+NSUFF
Maghrebi,2A_1776,7,ديال,ديال,PREP
Maghrebi,2A_1777,8,إيهاب,إيهاب,NOUN
Maghrebi,2A_1778,9,#IhabAmir,#IhabAmir,HASH
Maghrebi,2B_1779,1,جميل,جميل,NOUN
Maghrebi,2B_1780,2,ان,ان,PART
Maghrebi,2B_1781,3,جمهور,جمهور,NOUN
Maghrebi,2B_1782,4,ستارك,ستارك,NOUN
Maghrebi,2B_1783,5,الجزائري,ال+جزائري,DET+ADJ
Maghrebi,2B_1784,6,والمغربي,و+ال+مغربي,CONJ+DET+ADJ
Maghrebi,2B_1785,7,هاد,هاد,PRON
Maghrebi,2B_1786,8,السيزين,ال+سيزين,DET+NOUN
Maghrebi,2B_1787,9,متفاهم,متفاهم,ADJ
Maghrebi,2B_1788,10,هههه,هههه,EMOT
Maghrebi,2B_1789,11,لكن,لكن,PART
Maghrebi,2B_1790,12,هاد,هاد,PRON
Maghrebi,2B_1791,13,التفاهم,ال+تفاهم,DET+NOUN
Maghrebi,2B_1792,14,ماشي,ماشي,PART
Maghrebi,2B_1793,15,يعني,يعني,V
Maghrebi,2B_1794,16,مبقيناش,م+بقي+نا+ش,PART+V+PRON+NEG_PART
Maghrebi,2B_1795,17,اعداء,اعداء,NOUN
Maghrebi,2B_1796,18,ندور,ندور,V
Maghrebi,2B_1797,19,على,على,PREP
Maghrebi,2B_1798,20,عدو,عدو,NOUN
Maghrebi,2B_1799,21,اخر,اخر,NOUN
Maghrebi,2B_1800,22,ههه,ههه,EMOT
Maghrebi,2B_1801,23,…,…,PUNC
Maghrebi,5B_1802,1,جيبو,جيب+و,V+PRON
Maghrebi,5B_1803,2,لي,ل+ي,PREP+PRON
Maghrebi,5B_1804,3,بو,بو,NOUN
Maghrebi,5B_1805,4,كراوع,كراوع,NOUN
Maghrebi,5B_1806,5,ستيلو,ستيلو,NOUN
Maghrebi,5B_1807,6,غوز,غوز,ADJ
Maghrebi,5B_1808,7,نوريه,نوري+ه,V+PRON
Maghrebi,5B_1809,8,واش,واش,PART
Maghrebi,5B_1810,9,المغرب,ال+مغرب,DET+NOUN
Maghrebi,5B_1811,10,بعيد,بعيد,ADJ
Maghrebi,5B_1812,11,على,على,PREP
Maghrebi,5B_1813,12,الجزائر,ال+جزائر,DET+NOUN
Maghrebi,5B_1814,13,🌚,🌚,EMOT
Maghrebi,5B_1815,14,نحكموك,نحكم+و+ك,V+PRON+PRON
Maghrebi,5B_1816,15,في,في,PREP
Maghrebi,5B_1817,16,الحدود,ال+حدود,DET+NOUN
Maghrebi,5B_1818,17,رجل,رجل,NOUN
Maghrebi,5B_1819,18,في,في,PREP
Maghrebi,5B_1820,19,المغرب,ال+مغرب,DET+NOUN
Maghrebi,5B_1821,20,و,و,CONJ
Maghrebi,5B_1822,21,رجل,رجل,NOUN
Maghrebi,5B_1823,22,في,في,PREP
Maghrebi,5B_1824,23,الجزائر,ال+جزائر,DET+NOUN
Maghrebi,5B_1825,24,و,و,CONJ
Maghrebi,5B_1826,25,التحت,ال+تحت,DET+ADV
Maghrebi,5B_1827,26,اش,اش,PART
Maghrebi,5B_1828,27,…,…,PUNC
Maghrebi,5B_1829,1,حابة,حاب+ة,NOUN+NSUFF
Maghrebi,5B_1830,2,نشوف,نشوف,V
Maghrebi,5B_1831,3,غدة,غد+ة,ADV+NSUFF
Maghrebi,5B_1832,4,فعل,فعل,NOUN
Maghrebi,5B_1833,5,سوسو,سوسو,NOUN
Maghrebi,5B_1834,6,كي,كي,PART
Maghrebi,5B_1835,7,تشوف,تشوف,V
Maghrebi,5B_1836,8,البسباس,ال+بسباس,DET+NOUN
Maghrebi,5B_1837,9,لابس,لابس,ADJ
Maghrebi,5B_1838,10,داك,داك,PRON
Maghrebi,5B_1839,11,السغوال,ال+سغوال,DET+NOUN
Maghrebi,5B_1840,12,👖,👖,EMOT
Maghrebi,5B_1841,13,سوغ,سوغ,NOUN
Maghrebi,5B_1842,14,رح,رح,PART
Maghrebi,5B_1843,15,تتفكغ,تتفكغ,V
Maghrebi,5B_1844,16,تاع,تاع,PREP
Maghrebi,5B_1845,17,البيغيسكوپ,ال+بيغيسكوپ,DET+NOUN
Maghrebi,5B_1846,18,😂,😂,EMOT
Maghrebi,5B_1847,19,😂,😂,EMOT
Maghrebi,5B_1848,20,@souhilabintarab,@souhilabintarab,MENTION
Maghrebi,5B_1849,21,#SouhilaBenLachhab,#SouhilaBenLachhab,HASH
Maghrebi,5B_1850,22,#,#,PUNC
Maghrebi,5B_1851,23,…,…,PUNC
Maghrebi,1A_1852,1,حابسينها,حابس+ين+ها,V+PRON+PRON
Maghrebi,1A_1853,2,عندهم,عند+هم,NOUN+PRON
Maghrebi,1A_1854,3,مخسروش,م+خسر+و+ش,PART+V+PRON+NEG_PART
Maghrebi,1A_1855,4,عليها,علي+ها,PREP+PRON
Maghrebi,1A_1856,5,حتى,حتى,PART
Maghrebi,1A_1857,6,زيارة,زيار+ة,NOUN+NSUFF
Maghrebi,1A_1858,7,من,من,PREP
Maghrebi,1A_1859,8,الطلاب,ال+طلاب,DET+NOUN
Maghrebi,1A_1860,9,كان,كان,V
Maghrebi,1A_1861,10,بعتولها,بعت+و+ل+ها,V+PRON+PREP+PRON
Maghrebi,1A_1862,11,ولد,ولد,NOUN
Maghrebi,1A_1863,12,بلادها,بلاد+ها,NOUN+PRON
Maghrebi,1A_1864,13,عالاقل,ع+ال+اقل,PREP+DET+NOUN
Maghrebi,1A_1865,14,هاد,هاد,PRON
Maghrebi,1A_1866,15,ظلم,ظلم,NOUN
Maghrebi,1A_1867,16,ولامش,و+لا+مش,CONJ+PART+PART
Maghrebi,1A_1868,17,ظلم,ظلم,NOUN
Maghrebi,1A_1869,18,@SuhilaBnLachhab,@SuhilaBnLachhab,MENTION
Maghrebi,1A_1870,19,#الجيش_السه,#الجيش_السه,HASH
Maghrebi,1A_1871,20,…,…,PUNC
Maghrebi,5A_1872,1,@faridarguiba,@faridarguiba,MENTION
Maghrebi,5A_1873,2,حتى,حتى,PART
Maghrebi,5A_1874,3,حنا,حنا,PRON
Maghrebi,5A_1875,4,يا,يا,PART
Maghrebi,5A_1876,5,لغزاله,ل+غزال+ه,DET+NOUN+NSUFF
Maghrebi,5A_1877,6,ضربي,ضرب+ي,V+PRON
Maghrebi,5A_1878,7,طله,طل+ه,NOUN+NSUFF
Maghrebi,5A_1879,8,على,على,PREP
Maghrebi,5A_1880,9,سهيلة,سهيل+ة,NOUN+NSUFF
Maghrebi,5A_1881,10,فالتويتر,ف+ال+تويتر,PREP+DET+NOUN
