fold,subfold,words,segments,pos_tags
2,B,"['#hananeelkhader' 'بنادم' 'مكلخ' 'واش' 'بغيتو' 'نبقى' 'نصرع' 'على' 'امك'
 'كاملين' 'لبدوها' 'وسكتو' 'تتحدتون' 'عن' 'تشريف' 'المغرب' 'وبلابلا'
 'وانتوما' 'محسادة' 'شي' '…' 'EOS']","['#hananeelkhader' 'بن+ادم' 'مكلخ' 'واش' 'بغيت+و' 'نبقى' 'نصرع' 'على'
 'ام+ك' 'كامل+ين' 'ل+بدو+ها' 'و+سكت+و' 'تتحدت+ون' 'عن' 'تشريف' 'ال+مغرب'
 'و+بلابلا' 'و+انتوما' 'محساد+ة' 'شي' '…' 'EOS']","['HASH' 'NOUN+NOUN' 'ADJ' 'PART' 'V+PRON' 'V' 'V' 'PREP' 'NOUN+PRON'
 'NOUN+NSUFF' 'PART+V+PRON' 'CONJ+V+PRON' 'V+PRON' 'PREP' 'NOUN'
 'DET+NOUN' 'CONJ+NOUN' 'CONJ+PRON' 'ADJ+NSUFF' 'NOUN' 'PUNC' 'EOS']"
1,A,"['@souhilastar4' 'بنت' 'بلادي' 'فانز' 'عباس' 'وخاصة' 'بنت' 'سعودية' 'واخت'
 'عباس' 'يخططون' 'ضد' 'سهيلة' 'ويقولون' 'لازم' 'عباس' 'مايحكي' 'مع'
 'شنتال' 'باش' 'يفرق' '…' 'EOS']","['@souhilastar4' 'بنت' 'بلاد+ي' 'فانز' 'عباس' 'و+خاص+ة' 'بنت' 'سعودي+ة'
 'و+اخ+ت' 'عباس' 'يخطط+ون' 'ضد' 'سهيل+ة' 'و+يقول+ون' 'لازم' 'عباس'
 'ما+يحكي' 'مع' 'شنتال' 'باش' 'يفرق' '…' 'EOS']","['MENTION' 'NOUN' 'NOUN+PRON' 'NOUN' 'NOUN' 'CONJ+NOUN+NSUFF' 'NOUN'
 'NOUN+NSUFF' 'CONJ+NOUN+NSUFF' 'NOUN' 'V+PRON' 'NOUN' 'NOUN+NSUFF'
 'CONJ+V+PRON' 'NOUN' 'NOUN' 'PART+V' 'CONJ' 'NOUN' 'PART' 'V' 'PUNC'
 'EOS']"
2,A,"['بنت' 'بلد' 'المليون' 'و' 'نصف' 'مليون' 'شهيد' 'بلد' 'القارة' 'لم'
 'اختار' 'ان' 'اكون' 'جزائرية' 'لكن' 'ربي' 'حبني' 'باش' 'نكون' 'من' 'بﻻد'
 'لي' 'واحد' 'ما' 'يطيح' 'بشعبها' '💪' '…' 'EOS']","['بنت' 'بلد' 'ال+مليون' 'و' 'نصف' 'مليون' 'شهيد' 'بلد' 'ال+قار+ة' 'لم'
 'اختار' 'ان' 'اكون' 'جزائري+ة' 'لكن' 'رب+ي' 'حب+ني' 'باش' 'نكون' 'من'
 'بﻻد' 'لي' 'واحد' 'ما' 'يطيح' 'ب+شعب+ها' '💪' '…' 'EOS']","['NOUN' 'NOUN' 'DET+NOUN' 'CONJ' 'NOUN' 'NOUN' 'NOUN' 'NOUN'
 'DET+NOUN+NSUFF' 'PART' 'V' 'PART' 'V' 'NOUN+NSUFF' 'PART' 'NOUN+NSUFF'
 'V+PRON' 'PART' 'V' 'PREP' 'NOUN' 'PART' 'NOUN' 'PART' 'V'
 'PREP+NOUN+PRON' 'EMOT' 'PUNC' 'EOS']"
3,B,['بينالتي' 'واخا' '،' 'ولكن' 'علاش' 'الحمرا' '،' 'علاش' '؟' 'EOS'],['بينالتي' 'واخا' '،' 'و+لكن' 'علاش' 'ال+حمرا' '،' 'علاش' '؟' 'EOS'],"['NOUN' 'NOUN' 'PUNC' 'CONJ+PART' 'PART' 'DET+NOUN' 'PUNC' 'PART' 'PUNC'
 'EOS']"
3,A,"['@Gulia_Salim' '@ninoucha3006' 'شكون' 'اللي' 'قالو' 'ما' 'ديروا' 'والوا'
 'والله' 'رانا' 'خدامين' 'و' 'حكيت' 'مع' 'حصة' 'جزائرية' 'وعدوني' 'يجيبوا'
 'اهاب' 'و' 'سوها' 'EOS']","['@Gulia_Salim' '@ninoucha3006' 'شكون' 'اللي' 'قال+و' 'ما' 'دير+وا'
 'والوا' 'و+الله' 'را+نا' 'خدام+ين' 'و' 'حكي+ت' 'مع' 'حص+ة' 'جزائري+ة'
 'وعد+و+ني' 'يجيب+وا' 'اهاب' 'و' 'سوها' 'EOS']","['MENTION' 'MENTION' 'PART' 'PART' 'V+PRON' 'PART' 'V+PRON' 'NOUN'
 'CONJ+NOUN' 'PART+PRON' 'NOUN+NSUFF' 'CONJ' 'V+PRON' 'CONJ' 'NOUN+NSUFF'
 'ADJ+NSUFF' 'V+PRON+PRON' 'V+PRON' 'NOUN' 'CONJ' 'NOUN' 'EOS']"
5,A,"['#كلاسيكيات_الابتدائي' '-' 'كتسخن' 'يديك' 'فـالدجين' 'قبل' 'ما' 'تاكل'
 'العصى' 'و' 'من' 'بعد' 'ما' 'كتاكلها' 'كتجي' 'تبرد' 'يديك' 'فديك'
 'الحديدة' 'ديال' 'الطاولة' '…' 'EOS']","['#كلاسيكيات_الابتدائي' '-' 'ك+تسخن' 'يد+ي+ك' 'ف+ال+دجين' 'قبل' 'ما'
 'تاكل' 'ال+عصى' 'و' 'من' 'بعد' 'ما' 'ك+تاكل+ها' 'ك+تجي' 'تبرد' 'يد+ي+ك'
 'ف+دي+ك' 'ال+حديد+ة' 'ديال' 'ال+طاول+ة' '…' 'EOS']","['HASH' 'PUNC' 'CONJ+V' 'NOUN+NSUFF+PRON' 'PREP+DET+NOUN' 'ADV' 'PART' 'V'
 'DET+NOUN' 'CONJ' 'PREP' 'ADV' 'PART' 'PROG_PART+V+PRON' 'CONJ+V' 'V'
 'NOUN+NSUFF+PRON' 'PREP+NOUN+PRON' 'DET+NOUN+NSUFF' 'PREP'
 'DET+NOUN+NSUFF' 'PUNC' 'EOS']"
3,A,"['@souhilabintarab' 'تستاهلي' 'كل' 'الناس' 'يحبوك' 'انت' 'بنت' 'العرب'
 'وحدتي' 'شعبين' 'وبسببك' 'انت' 'وايهاب' 'ماصراش' 'كيما' 'العام' 'ليفات'
 'EOS']","['@souhilabintarab' 'تستاهل+ي' 'كل' 'ال+ناس' 'يحب+و+ك' 'انت' 'بنت'
 'ال+عرب' 'وحد+ت+ي' 'شعب+ين' 'و+ب+سبب+ك' 'انت' 'و+ايهاب' 'ما+صرا+ش' 'كيما'
 'ال+عام' 'لي+فات' 'EOS']","['MENTION' 'V+PRON' 'NOUN' 'DET+NOUN' 'V+PRON+PRON' 'PRON' 'NOUN'
 'DET+NOUN' 'V+PRON+PRON' 'NOUN+NSUFF' 'CONJ+PREP+NOUN+PRON' 'PRON'
 'CONJ+NOUN' 'PART+V+NEG_PART' 'ADV' 'DET+NOUN' 'PRON+V' 'EOS']"
1,B,"['تسكاتيين' 'اشنو' 'كاتبة' 'ابتسام' 'في' 'هدا' 'صورة' 'واش' 'كاين' 'شي'
 'حد' 'يجاوب' '#IbtissamTiskat' 'https://t.co/R70AqCeemw' 'EOS']","['ت+سكات+يين' 'اشنو' 'كاتب+ة' 'ابتسام' 'في' 'هدا' 'صور+ة' 'واش' 'كاين'
 'شي' 'حد' 'يجاوب' '#IbtissamTiskat' 'https://t.co/R70AqCeemw' 'EOS']","['PART+NOUN+NSUFF' 'PART' 'NOUN+NSUFF' 'NOUN' 'PREP' 'PART' 'NOUN+NSUFF'
 'PART' 'ADJ' 'NOUN' 'NOUN' 'V' 'HASH' 'URL' 'EOS']"
2,A,"['تصبحوا' 'على' 'خير' 'يا' 'رباعه' 'ديال' 'المسطيين'
 '#كلاسيكيات_الابتدائي' 'http://t.co/QBM8haI8pM' 'EOS']","['تصبح+وا' 'على' 'خير' 'يا' 'رباع+ه' 'ديال' 'ال+مسطي+ين'
 '#كلاسيكيات_الابتدائي' 'http://t.co/QBM8haI8pM' 'EOS']","['V+PRON' 'PREP' 'NOUN' 'PART' 'NOUN+NSUFF' 'PREP' 'DET+NOUN+NSUFF' 'HASH'
 'URL' 'EOS']"
1,B,"['تفكرت' 'ريم' 'غزالي' 'كي' 'حكات' 'نهار' 'خرجوها' 'تشوف' 'لبنان' 'قالت'
 '3' 'ساعات' 'كملنا' 'دورة' 'قالتلهم' 'هاكا' 'تقول' 'راني' 'من' 'باب'
 'الواد' 'لحيدرة' 'ل' 'زيرالدة' '…' 'EOS']","['تفكر+ت' 'ريم' 'غزالي' 'كي' 'حك+ات' 'نهار' 'خرج+و+ها' 'تشوف' 'لبنان'
 'قال+ت' '3' 'ساع+ات' 'كمل+نا' 'دور+ة' 'قال+ت+ل+هم' 'هاكا' 'تقول' 'را+ني'
 'من' 'باب' 'ال+واد' 'ل+حيدرة' 'ل' 'زيرالد+ة' '…' 'EOS']","['V+PRON' 'NOUN' 'NOUN' 'PART' 'V+PRON' 'NOUN' 'V+PRON+PRON' 'V' 'NOUN'
 'V+PRON' 'NUM' 'NOUN+NSUFF' 'V+PRON' 'NOUN+NSUFF' 'V+PRON+PREP+PRON'
 'ADV' 'V' 'PART+PRON' 'PREP' 'NOUN' 'DET+NOUN' 'NOUN+NSUFF' 'PREP'
 'NOUN+NSUFF' 'PUNC' 'EOS']"
2,B,"['#كلاسيكيات_الابتدائي' 'تكري' 'من' 'الخزانة' 'ديال' 'القسم' 'هاد' 'القصص'
 'ب' 'ربعة' 'دريال' 'http://t.co/IqxcggbQ4V' 'EOS']","['#كلاسيكيات_الابتدائي' 'تكري' 'من' 'ال+خزان+ة' 'ديال' 'ال+قسم' 'هاد'
 'ال+قصص' 'ب' 'ربع+ة' 'د+ريال' 'http://t.co/IqxcggbQ4V' 'EOS']","['HASH' 'V' 'PREP' 'DET+NOUN+NSUFF' 'PREP' 'DET+NOUN' 'PRON' 'DET+NOUN'
 'PREP' 'NOUN+NSUFF' 'PART+NOUN' 'URL' 'EOS']"
1,A,"['شكون' 'من' 'المواهب' 'تبغيو' 'تشوفو' 'معايا' 'في' 'سهرة' '4' 'مارس'
 'بميكاراما' 'الدارالبيضاء' '؟' 'خليو' 'اقتراحاتكم'
 'http://ift.tt/1T8y2Qq' 'EOS']","['شكون' 'من' 'ال+مواهب' 'تبغي+و' 'تشوف+و' 'معا+يا' 'في' 'سهر+ة' '4' 'مارس'
 'ب+ميكاراما' 'ال+دار+ال+بيضاء' '؟' 'خلي+و' 'اقتراح+ات+كم'
 'http://ift.tt/1T8y2Qq' 'EOS']","['PART' 'PREP' 'DET+NOUN' 'V+PRON' 'V+PRON' 'NOUN+PRON' 'PREP'
 'NOUN+NSUFF' 'NUM' 'NOUN' 'PREP+NOUN' 'DET+NOUN+DET+NOUN' 'PUNC' 'V+PRON'
 'NOUN+NSUFF+PRON' 'URL' 'EOS']"
2,B,"['@SouhilaBnLachab' 'تنبيه' ':' 'هذا' 'كذاب' 'لا' 'تصدقوه' 'حسابها' 'راه'
 'يمشي' '.' '...' 'https://t.co/TtUhTxzdof' '#SouhilaBenLachhab'
 '#لن_اتخلي_عن_سهيله' 'EOS']","['@SouhilaBnLachab' 'تنبيه' ':' 'هذا' 'كذاب' 'لا' 'تصدق+و+ه' 'حساب+ها'
 'را+ه' 'يمشي' '.' '...' 'https://t.co/TtUhTxzdof' '#SouhilaBenLachhab'
 '#لن_اتخلي_عن_سهيله' 'EOS']","['MENTION' 'NOUN' 'PUNC' 'PRON' 'NOUN' 'PART' 'V+PRON+PRON' 'NOUN+NSUFF'
 'PART+PRON' 'V' 'PUNC' 'PUNC' 'URL' 'HASH' 'HASH' 'EOS']"
2,A,"['#توحشناك_يا_ايهاب' '#توحشناك_يا_ايهاب' '#الله_يشافيك_ايهاب' 'توحشنا'
 'الضحكة' 'الخطيييرة' 'ديال' 'إيهاب' '#IhabAmir' 'EOS']","['#توحشناك_يا_ايهاب' '#توحشناك_يا_ايهاب' '#الله_يشافيك_ايهاب' 'توحش+نا'
 'ال+ضحك+ة' 'ال+خطييير+ة' 'ديال' 'إيهاب' '#IhabAmir' 'EOS']","['HASH' 'HASH' 'HASH' 'V+PRON' 'DET+NOUN+NSUFF' 'DET+ADJ+NSUFF' 'PREP'
 'NOUN' 'HASH' 'EOS']"
2,B,"['جميل' 'ان' 'جمهور' 'ستارك' 'الجزائري' 'والمغربي' 'هاد' 'السيزين'
 'متفاهم' 'هههه' 'لكن' 'هاد' 'التفاهم' 'ماشي' 'يعني' 'مبقيناش' 'اعداء'
 'ندور' 'على' 'عدو' 'اخر' 'ههه' '…' 'EOS']","['جميل' 'ان' 'جمهور' 'ستارك' 'ال+جزائري' 'و+ال+مغربي' 'هاد' 'ال+سيزين'
 'متفاهم' 'هههه' 'لكن' 'هاد' 'ال+تفاهم' 'ماشي' 'يعني' 'م+بقي+نا+ش' 'اعداء'
 'ندور' 'على' 'عدو' 'اخر' 'ههه' '…' 'EOS']","['NOUN' 'PART' 'NOUN' 'NOUN' 'DET+ADJ' 'CONJ+DET+ADJ' 'PRON' 'DET+NOUN'
 'ADJ' 'EMOT' 'PART' 'PRON' 'DET+NOUN' 'PART' 'V' 'PART+V+PRON+NEG_PART'
 'NOUN' 'V' 'PREP' 'NOUN' 'NOUN' 'EMOT' 'PUNC' 'EOS']"
5,B,"['جيبو' 'لي' 'بو' 'كراوع' 'ستيلو' 'غوز' 'نوريه' 'واش' 'المغرب' 'بعيد'
 'على' 'الجزائر' '🌚' 'نحكموك' 'في' 'الحدود' 'رجل' 'في' 'المغرب' 'و' 'رجل'
 'في' 'الجزائر' 'و' 'التحت' 'اش' '…' 'EOS']","['جيب+و' 'ل+ي' 'بو' 'كراوع' 'ستيلو' 'غوز' 'نوري+ه' 'واش' 'ال+مغرب' 'بعيد'
 'على' 'ال+جزائر' '🌚' 'نحكم+و+ك' 'في' 'ال+حدود' 'رجل' 'في' 'ال+مغرب' 'و'
 'رجل' 'في' 'ال+جزائر' 'و' 'ال+تحت' 'اش' '…' 'EOS']","['V+PRON' 'PREP+PRON' 'NOUN' 'NOUN' 'NOUN' 'ADJ' 'V+PRON' 'PART'
 'DET+NOUN' 'ADJ' 'PREP' 'DET+NOUN' 'EMOT' 'V+PRON+PRON' 'PREP' 'DET+NOUN'
 'NOUN' 'PREP' 'DET+NOUN' 'CONJ' 'NOUN' 'PREP' 'DET+NOUN' 'CONJ' 'DET+ADV'
 'PART' 'PUNC' 'EOS']"
5,B,"['حابة' 'نشوف' 'غدة' 'فعل' 'سوسو' 'كي' 'تشوف' 'البسباس' 'لابس' 'داك'
 'السغوال' '👖' 'سوغ' 'رح' 'تتفكغ' 'تاع' 'البيغيسكوپ' '😂' '😂'
 '@souhilabintarab' '#SouhilaBenLachhab' '#' '…' 'EOS']","['حاب+ة' 'نشوف' 'غد+ة' 'فعل' 'سوسو' 'كي' 'تشوف' 'ال+بسباس' 'لابس' 'داك'
 'ال+سغوال' '👖' 'سوغ' 'رح' 'تتفكغ' 'تاع' 'ال+بيغيسكوپ' '😂' '😂'
 '@souhilabintarab' '#SouhilaBenLachhab' '#' '…' 'EOS']","['NOUN+NSUFF' 'V' 'ADV+NSUFF' 'NOUN' 'NOUN' 'PART' 'V' 'DET+NOUN' 'ADJ'
 'PRON' 'DET+NOUN' 'EMOT' 'NOUN' 'PART' 'V' 'PREP' 'DET+NOUN' 'EMOT'
 'EMOT' 'MENTION' 'HASH' 'PUNC' 'PUNC' 'EOS']"
1,A,"['حابسينها' 'عندهم' 'مخسروش' 'عليها' 'حتى' 'زيارة' 'من' 'الطلاب' 'كان'
 'بعتولها' 'ولد' 'بلادها' 'عالاقل' 'هاد' 'ظلم' 'ولامش' 'ظلم'
 '@SuhilaBnLachhab' '#الجيش_السه' '…' 'EOS']","['حابس+ين+ها' 'عند+هم' 'م+خسر+و+ش' 'علي+ها' 'حتى' 'زيار+ة' 'من' 'ال+طلاب'
 'كان' 'بعت+و+ل+ها' 'ولد' 'بلاد+ها' 'ع+ال+اقل' 'هاد' 'ظلم' 'و+لا+مش' 'ظلم'
 '@SuhilaBnLachhab' '#الجيش_السه' '…' 'EOS']","['V+PRON+PRON' 'NOUN+PRON' 'PART+V+PRON+NEG_PART' 'PREP+PRON' 'PART'
 'NOUN+NSUFF' 'PREP' 'DET+NOUN' 'V' 'V+PRON+PREP+PRON' 'NOUN' 'NOUN+PRON'
 'PREP+DET+NOUN' 'PRON' 'NOUN' 'CONJ+PART+PART' 'NOUN' 'MENTION' 'HASH'
 'PUNC' 'EOS']"
5,A,"['@faridarguiba' 'حتى' 'حنا' 'يا' 'لغزاله' 'ضربي' 'طله' 'على' 'سهيلة'
 'فالتويتر' 'تاعها' 'EOS']","['@faridarguiba' 'حتى' 'حنا' 'يا' 'ل+غزال+ه' 'ضرب+ي' 'طل+ه' 'على' 'سهيل+ة'
 'ف+ال+تويتر' 'تاع+ها' 'EOS']","['MENTION' 'PART' 'PRON' 'PART' 'DET+NOUN+NSUFF' 'V+PRON' 'NOUN+NSUFF'
 'PREP' 'NOUN+NSUFF' 'PREP+DET+NOUN' 'PREP+PRON' 'EOS']"
3,B,"['@79Anise' '@ChawkiOfficial' '@AnisBourahla1' 'حرام' 'عليكم' 'ديو' 'مرة'
 'واحدة' 'لشوقي' 'وانيس' 'تموتونا' 'ياحبيبي' 'مازال' 'غير' 'كيما' 'جينا'
 'للدنيا' '…' 'EOS']","['@79Anise' '@ChawkiOfficial' '@AnisBourahla1' 'حرام' 'علي+كم' 'دي+و'
 'مر+ة' 'واحد+ة' 'ل+شوقي' 'و+انيس' 'تموت+و+نا' 'يا+حبيب+ي' 'مازال' 'غير'
 'كيما' 'جي+نا' 'ل+ال+دنيا' '…' 'EOS']","['MENTION' 'MENTION' 'MENTION' 'NOUN' 'PREP+PRON' 'V+PRON' 'NOUN+NSUFF'
 'ADJ+NSUFF' 'PREP+NOUN' 'CONJ+NOUN' 'V+PRON+PRON' 'PART+NOUN+PRON' 'PART'
 'NOUN' 'ADV' 'V+PRON' 'PREP+DET+NOUN' 'PUNC' 'EOS']"
1,B,"['#حركة_كايدينهم' '#لا_لتغيير_قانون_الانتخابات'
 '#نؤيد_تحصين_لجنة_انتخابات_الرئاسة' 'ايه' 'يا' 'خويا' 'شوية' 'السياسين'
 'العرر' 'اللي' 'مش' 'عايزين' 'EOS']","['#حركة_كايدينهم' '#لا_لتغيير_قانون_الانتخابات'
 '#نؤيد_تحصين_لجنة_انتخابات_الرئاسة' 'ايه' 'يا' 'خو+يا' 'شوي+ة'
 'ال+سياس+ين' 'ال+عرر' 'اللي' 'مش' 'عايز+ين' 'EOS']","['HASH' 'HASH' 'HASH' 'PART' 'PART' 'NOUN+PRON' 'NOUN+NSUFF'
 'DET+NOUN+NSUFF' 'DET+NOUN' 'PART' 'PART' 'ADJ+NSUFF' 'EOS']"
3,B,"['حسب' 'عاجل' 'قناة' 'الخضراء' 'اليوم' 'الصبح' 'صار' 'انفجار' 'بسيارة'
 'مفخخة' 'في' 'صبراتة' '-' 'زعما' 'خبر' 'حق' 'ولا' 'زيادة' 'بهارات' 'بس'
 'https://t.co/nbc0f…' '…' 'EOS']","['حسب' 'عاجل' 'قنا+ة' 'ال+خضراء' 'ال+يوم' 'ال+صبح' 'صار' 'انفجار'
 'ب+سيار+ة' 'مفخخ+ة' 'في' 'صبرات+ة' '-' 'زعم+ا' 'خبر' 'حق' 'و+لا' 'زياد+ة'
 'بهار+ات' 'بس' 'https://t.co/nbc0f…' '…' 'EOS']","['NOUN' 'ADJ' 'NOUN+NSUFF' 'DET+NOUN' 'DET+NOUN' 'DET+NOUN' 'V' 'NOUN'
 'PREP+NOUN+NSUFF' 'ADJ+NSUFF' 'PREP' 'NOUN+NSUFF' 'PUNC' 'ADV+CASE'
 'NOUN' 'NOUN' 'CONJ+PART' 'NOUN+NSUFF' 'NOUN+NSUFF' 'ADV' 'URL' 'PUNC'
 'EOS']"
1,A,"['#كلاسيكيات_الابتدائي' 'حط' 'زغبة' 'حمار' 'فالكرسي' 'ديال' 'الأستاذ'
 'باش' 'مايجيش' 'EOS']","['#كلاسيكيات_الابتدائي' 'حط' 'زغب+ة' 'حمار' 'ف+ال+كرسي' 'ديال' 'ال+أستاذ'
 'باش' 'ما+يجي+ش' 'EOS']","['HASH' 'V' 'NOUN+NSUFF' 'NOUN' 'PREP+DET+NOUN' 'PREP' 'DET+NOUN' 'PART'
 'PART+V+NEG_PART' 'EOS']"
1,B,"['@sheryfa_Teamdz' '@maya_sarra' 'حلابات' 'بلادي' 'ينحيو' 'الجنسية' 'لولد'
 'بلادهم' 'ويعطيوها' 'للبرانية' 'مش' 'سامعين' 'حتى' 'بيهم' 'غدوة' 'يرفدو'
 'علم' 'ب' '…' 'EOS']","['@sheryfa_Teamdz' '@maya_sarra' 'حلاب+ات' 'بلاد+ي' 'ينحي+و' 'ال+جنسي+ة'
 'ل+ولد' 'بلاد+هم' 'و+يعطيو+ها' 'ل+ال+براني+ة' 'مش' 'سامع+ين' 'حتى'
 'بي+هم' 'غدو+ة' 'يرفد+و' 'علم' 'ب' '…' 'EOS']","['MENTION' 'MENTION' 'NOUN+NSUFF' 'NOUN+PRON' 'V+PRON' 'DET+NOUN+NSUFF'
 'PREP+NOUN' 'NOUN+PRON' 'CONJ+V+PRON' 'PREP+DET+NOUN+NSUFF' 'PART'
 'NOUN+NSUFF' 'PART' 'PREP+PRON' 'ADV+NSUFF' 'V+PRON' 'NOUN' 'PREP' 'PUNC'
 'EOS']"
1,B,"['@noumidya19' 'حمارة' 'الله' 'يعطيها' 'الدل' 'بزاف' 'عليها' 'المغرب'
 'كتعرفو' 'غير' 'في' 'التصويت' 'باين' 'وليدها' 'معطاوهاش' 'مباديء'
 'الاسلام' '.' '#StaracArab' '…' 'EOS']","['@noumidya19' 'حمار+ة' 'الله' 'يعطي+ها' 'ال+دل' 'بزاف' 'علي+ها' 'ال+مغرب'
 'ك+تعرف+و' 'غير' 'في' 'ال+تصويت' 'باين' 'وليد+ها' 'م+عطا+و+ها+ش' 'مباديء'
 'ال+اسلام' '.' '#StaracArab' '…' 'EOS']","['MENTION' 'NOUN+NSUFF' 'NOUN' 'V+PRON' 'DET+NOUN' 'ADV' 'PREP+PRON'
 'DET+NOUN' 'CONJ+V+PRON' 'NOUN' 'PREP' 'DET+NOUN' 'ADJ' 'NOUN+NSUFF'
 'PART+V+PRON+PRON+NEG_PART' 'NOUN' 'DET+NOUN' 'PUNC' 'HASH' 'PUNC' 'EOS']"
3,A,"['#HananeElKhader' '#StaracArabia' 'حنان' 'للاسف' 'نوميني' 'بصراحة'
 'قصرات' 'بزاف' 'في' 'الايفال' 'لازم' 'تفوق' 'والا' 'راح' 'تفل' 'EOS']","['#HananeElKhader' '#StaracArabia' 'حنان' 'ل+ال+اسف' 'نوميني' 'ب+صراح+ة'
 'قصر+ات' 'بزاف' 'في' 'ال+ايفال' 'لازم' 'تفوق' 'و+الا' 'راح' 'تفل' 'EOS']","['HASH' 'HASH' 'NOUN' 'PREP+DET+NOUN' 'NOUN' 'PREP+NOUN+NSUFF'
 'NOUN+NSUFF' 'ADV' 'PREP' 'DET+NOUN' 'NOUN' 'V' 'CONJ+PART' 'V' 'V' 'EOS']"
5,B,"['@91sofiaa' '@ibtissa50624402' '@Nouhayl_12' 'حنان' 'وا' 'حنان' 'محال'
 'واش' 'كاينة' 'اجي' 'غدا' 'EOS']","['@91sofiaa' '@ibtissa50624402' '@Nouhayl_12' 'حنان' 'وا' 'حنان' 'محال'
 'واش' 'كاين+ة' 'اجي' 'غد+ا' 'EOS']","['MENTION' 'MENTION' 'MENTION' 'NOUN' 'PART' 'NOUN' 'NOUN' 'PART'
 'ADJ+NSUFF' 'V' 'ADV+CASE' 'EOS']"
5,A,"['خاص' 'شي' 'واحد' 'يدير' 'كونسيپط' 'ديال' 'قهوة' 'ممنوع' 'فيها' 'الكلام'
 '.' 'شرب' 'قهوة' 'و' 'تصنت' 'لعظامك' '.' 'EOS']","['خاص' 'شي' 'واحد' 'يدير' 'كونسيپط' 'ديال' 'قهو+ة' 'ممنوع' 'في+ها'
 'ال+كلام' '.' 'شرب' 'قهو+ة' 'و' 'تصنت' 'ل+عظام+ك' '.' 'EOS']","['V' 'NOUN' 'ADJ' 'V' 'NOUN' 'PREP' 'NOUN+NSUFF' 'NOUN' 'PREP+PRON'
 'DET+NOUN' 'PUNC' 'V' 'NOUN+NSUFF' 'CONJ' 'V' 'PREP+NOUN+PRON' 'PUNC'
 'EOS']"
1,A,"['خاوتي' 'كاين' 'حساب' 'كاتب' 'مدير' 'اعمال' 'سهيلة' 'كيما' 'انا' 'و'
 'يدير' 'فالمشاكل' 'تعيشو' 'ديرولو' 'حل' 'رتويت' '#SouhilaBenLachhab'
 '@souhilabintarab' 'EOS']","['خاو+ت+ي' 'كاين' 'حساب' 'كاتب' 'مدير' 'اعمال' 'سهيل+ة' 'كيما' 'انا' 'و'
 'يدير' 'ف+ال+مشاكل' 'تعيش+و' 'دير+و+ل+و' 'حل' 'رتويت'
 '#SouhilaBenLachhab' '@souhilabintarab' 'EOS']","['NOUN+NSUFF+PRON' 'ADJ' 'NOUN' 'NOUN' 'NOUN' 'NOUN' 'NOUN+NSUFF' 'ADV'
 'PRON' 'CONJ' 'V' 'PREP+DET+NOUN' 'V+PRON' 'V+PRON+PREP+PRON' 'NOUN' 'V'
 'HASH' 'MENTION' 'EOS']"
5,B,"['#ChantalGeagea' 'خرجتي' 'واش' 'ربحتي' 'يا' 'عيشة' 'قنديشة' 'غي'
 'تبهدايل' 'رانا' 'وراك' 'وراك' 'على' 'كلام' 'لي' 'قولتيه' 'لالاك' 'EOS']","['#ChantalGeagea' 'خرج+تي' 'واش' 'ربح+تي' 'يا' 'عيش+ة' 'قنديش+ة' 'غي'
 'تبهدايل' 'را+نا' 'ورا+ك' 'ورا+ك' 'على' 'كلام' 'لي' 'قول+تي+ه' 'لالا+ك'
 'EOS']","['HASH' 'V+PRON' 'PART' 'V+PRON' 'PART' 'NOUN+NSUFF' 'NOUN+NSUFF' 'NOUN'
 'NOUN' 'PART+PRON' 'NOUN+PRON' 'NOUN+PRON' 'PREP' 'NOUN' 'PART'
 'V+PRON+PRON' 'NOUN+PRON' 'EOS']"
4,B,"['@rimi_amir' 'خويا' 'خلاص' 'خلونا' 'نحلو' 'هذا' 'الموضوع' 'خلو'
 'سوهابيين' 'وسهلاويين' 'مع' 'بعض' 'واحد' 'ايد' 'وقلب' 'EOS']","['@rimi_amir' 'خو+يا' 'خلاص' 'خل+و+نا' 'نحل+و' 'هذا' 'ال+موضوع' 'خل+و'
 'سوهابيين' 'و+سهلاوي+ين' 'مع' 'بعض' 'واحد' 'ايد' 'و+قلب' 'EOS']","['MENTION' 'NOUN+PRON' 'NOUN' 'V+PRON+PRON' 'V+PRON' 'PRON' 'DET+NOUN'
 'V+PRON' 'NOUN' 'CONJ+NOUN+NSUFF' 'CONJ' 'NOUN' 'NOUN' 'NOUN' 'CONJ+NOUN'
 'EOS']"
