dialect,sentence_id,sentence,segmented,pos_sequence,token_count
Egyptian,1A,"يارب نجحنا عشان خاطر اهلينا بس احنا منستاهلش والله ,","يا+رب نجح+نا عشان خاطر اهلي+نا بس احنا م+نستاهل+ش و+الله ,",PART+NOUN V+PRON PART NOUN NOUN+PRON PART PRON PART+V+NEG_PART CONJ+NOUN PUNC,10
Egyptian,5A,4 - تعالالي انت بقى ياللي بتتكلم مع واحدة زي اختك و بتتعامل معاها زي اختك وبتطمن عليها زي اختك بردو ، بزمتك بتتكلم مع اختك 24 ساعه ف اليوم ؟,4 - تعالا+ل+ي انت بقى يا+للي ب+تتكلم مع واحد+ة زي اخت+ك و ب+تتعامل معا+ها زي اخت+ك و+ب+تطمن علي+ها زي اخت+ك بردو ، ب+زم+ت+ك ب+تتكلم مع اخت+ك 24 ساع+ه ف ال+يوم ؟,NUM PUNC V+PREP+PRON PRON ADV PART+PART PROG_PART+V NOUN NOUN+NSUFF NOUN NOUN+PRON CONJ PROG_PART+V NOUN+PRON NOUN NOUN+PRON CONJ+PROG_PART+V PREP+PRON NOUN NOUN+PRON ADV PUNC PREP+NOUN+NSUFF+PRON PROG_PART+V NOUN NOUN+PRON NUM NOUN+NSUFF PREP DET+NOUN PUNC,31
Egyptian,5A,اى راجل بيبرر التحرش لازم يعرف انه كدة بيفضح نفسه هو . . بتفضح نفسك ان رجولتك ناقصة وبتلوم الضحية عشان ماتشعرش بمسئوليتك اللى معملتهاش,اى راجل ب+يبرر ال+تحرش لازم يعرف ان+ه كدة ب+يفضح نفس+ه هو . . ب+تفضح نفس+ك ان رجول+ت+ك ناقص+ة و+ب+تلوم ال+ضحي+ة عشان ما+تشعر+ش ب+مسئولي+ت+ك اللى م+عمل+ت+ها+ش,NOUN NOUN PROG_PART+V DET+NOUN ADJ V PART+PRON ADV PROG_PART+V NOUN+PRON PRON PUNC PUNC PROG_PART+V NOUN+PRON PART NOUN+NSUFF+PRON ADJ+NSUFF CONJ+PROG_PART+V DET+NOUN+NSUFF PART PART+V+NEG_PART PREP+NOUN+NSUFF+PRON PART PART+V+PRON+PRON+NEG_PART,25
Egyptian,5A,فكر كده في موقف ام كل شهيد او ام كل مسجون لما تشوف ان فيفي عبده بئت أم مثاليه وبيهملوا ولادهم ! موقف يدعو للاشمئزاز وموقف قذر من بلد اقذر . !,فكر كده في موقف ام كل شهيد او ام كل مسجون لما تشوف ان فيفي عبده بئ+ت أم مثالي+ه و+ب+يهمل+وا ولاد+هم ! موقف يدعو ل+ال+اشمئزاز و+موقف قذر من بلد اقذر . !,V ADV PREP NOUN NOUN NOUN NOUN CONJ NOUN NOUN NOUN PART V PART NOUN NOUN V+PRON NOUN ADJ+NSUFF CONJ+PROG_PART+V+PRON NOUN+PRON PUNC NOUN V PREP+DET+NOUN CONJ+NOUN ADJ PREP NOUN ADJ PUNC PUNC,32
Egyptian,4A,هما ليه ميعملوش امتحان اخر الاجازه زي امتحان اخر السنه كدة ؟ ونسقط بقى ونعيد الاجازه من الاول وكده .,هما ليه م+يعمل+و+ش امتحان اخر ال+اجاز+ه زي امتحان اخر ال+سن+ه كدة ؟ و+نسقط بقى و+نعيد ال+اجاز+ه من ال+اول و+كده .,PRON PART PART+V+PRON+NEG_PART NOUN NOUN DET+NOUN+NSUFF NOUN NOUN NOUN DET+NOUN+NSUFF ADV PUNC CONJ+V ADV CONJ+V DET+NOUN+NSUFF PREP DET+NUM CONJ+ADV PUNC,20
Egyptian,2A,@Dr_Wessam البنات زمان كانوا بيطلعوا اتوبيس هيئه النقل العام بالمينى چيب وبينزلوا سالمين غانمين ! ! دلوقتي تبقى محجبه ويشد حجابها ! !,@Dr_Wessam ال+بنات زمان كان+وا ب+يطلع+وا اتوبيس هيئ+ه ال+نقل ال+عام ب+ال+مينى جيب و+ب+ينزل+وا سالم+ين غانم+ين ! ! دلوقتي تبقى محجب+ه و+يشد حجاب+ها ! !,MENTION DET+NOUN NOUN V+PRON PROG_PART+V+PRON NOUN NOUN+NSUFF DET+NOUN DET+ADJ PREP+DET+NOUN NOUN CONJ+PROG_PART+V+PRON ADJ+NSUFF ADJ+NSUFF PUNC PUNC NOUN V ADJ+NSUFF CONJ+V NOUN+PRON PUNC PUNC,23
Egyptian,1A,@_mohamedkhalifa ماتخليش بتوع الخليج يزعلوا مننا بقى يا حماده ;),@_mohamedkhalifa ما+تخل+ي+ش بتوع ال+خليج يزعل+وا من+نا بقى يا حماد+ه ;),MENTION PART+V+PRON+NEG_PART NOUN DET+NOUN V+PRON PREP+PRON ADV PART NOUN+NSUFF EMOT,10
Egyptian,2A,إنتى كلام فى أغنية بس ماتغنتش ليا إنى سيرة كل يوم إانتى حكاية قبل النوم . . .,إنتى كلام فى أغني+ة بس ما+تغن+ت+ش لي+ا إنى سير+ة كل يوم إانتى حكاي+ة قبل ال+نوم . . .,PRON NOUN PREP NOUN+NSUFF PART PART+V+PRON+NEG_PART PREP+PRON PRON NOUN+NSUFF NOUN NOUN PRON NOUN+NSUFF NOUN DET+NOUN PUNC PUNC PUNC,18
Egyptian,4A,لما تبقى محشور فى الحاجه مش هتشوفها كويس من كتر ماهى محوطاك وقريبه من عينك ، لازم تطلع و تشوفها من بره ومن بعيد ، هتلاحظ فرق شاسع .,لما تبقى محشور فى ال+حاج+ه مش ه+تشوف+ها كويس من كتر ما+هى محوط+ا+ك و+قريب+ه من عين+ك ، لازم تطلع و تشوف+ها من بر+ه و+من بعيد ، ه+تلاحظ فرق شاسع .,PART V ADJ PREP DET+NOUN+NSUFF PART FUT_PART+V+PRON ADJ PREP NOUN PART+PRON ADJ+NSUFF+PRON CONJ+ADJ+NSUFF PREP NOUN+PRON PUNC ADJ V CONJ V+PRON PREP NOUN+NSUFF CONJ+PREP ADJ PUNC FUT_PART+V NOUN ADJ PUNC,29
Egyptian,1A,اللي يقول انا مبحبش #اسلوبك . ، أنـا اصلا لو كنت بحبك كنت غيرت #اسلوبي معاك :) . ،,اللي يقول انا م+ب+حب+ش #اسلوبك . ، أنا اصل+ا لو كن+ت ب+حب+ك كن+ت غير+ت #اسلوبي معا+ك :) . ،,PART V PRON PART+PROG_PART+V+NEG_PART HASH PUNC PUNC PRON NOUN+CASE PART V+PRON PROG_PART+V+PRON V+PRON V+PRON HASH NOUN+PRON EMOT PUNC PUNC,19
Egyptian,5A,فكرك الكلام اللي بيتقال عليا مش بيوصلي ؟ لا بيوصل والله بس انا لو اتكلمت زيك ابقى أبقى قليل الأصل ، و انا أمي علمتني الأصول,فكر+ك ال+كلام اللي ب+يتقال علي+ا مش ب+يوص+ل+ي ؟ لا ب+يوصل و+الله بس انا لو اتكلم+ت زي+ك ابقى أبقى قليل ال+أصل ، و انا أم+ي علم+ت+ني ال+أصول,NOUN+PRON DET+NOUN PART PROG_PART+V PREP+PRON PART PROG_PART+V+PREP+PRON PUNC PART PROG_PART+V CONJ+NOUN PART PRON PART V+PRON NOUN+PRON V V ADJ DET+NOUN PUNC CONJ PRON NOUN+NSUFF V+PRON+PRON DET+NOUN,26
Egyptian,1A,ممكن لما تحب حد تحاول متجرحوش لانه هيتعب اوى وهيقوى واول ما يقوى هيقوى عليك انت #نصيحه,ممكن لما تحب حد تحاول م+تجرح+و+ش ل+ان+ه ه+يتعب اوى و+ه+يقوى و+اول ما يقوى ه+يقوى علي+ك انت #نصيحه,ADJ PART V NOUN V PART+V+PRON+NEG_PART PREP+PART+PRON FUT_PART+V ADJ CONJ+FUT_PART+V CONJ+NUM PART V FUT_PART+V PREP+PRON PRON HASH,17
Egyptian,2A,"احساس وحش اما يكون قدامك حد هتموت وتسلم عليه بس فى حاجة جواك بتقولك "" انت فاكر هو عمل معاك ايه ""","احساس وحش اما يكون قدام+ك حد ه+تموت و+تسلم علي+ه بس فى حاج+ة جو+ا+ك ب+تقو+ل+ك "" انت فاكر هو عمل معا+ك ايه """,NOUN ADJ PART V NOUN+PRON NOUN FUT_PART+V CONJ+V PREP+PRON PART PREP NOUN+NSUFF NOUN+NSUFF+PRON PROG_PART+V+PREP+PRON PUNC PRON ADJ PRON V NOUN+PRON PART PUNC,22
Egyptian,3A,اجمل احساس انك تبقي قاعد و تيجي عينك علي حد بتحبه تلاقيه باصص عليك . . و الاجمل لما يتكسف . . . . .,اجمل احساس ان+ك تبقي قاعد و تيجي عين+ك علي حد ب+تحب+ه تلاقي+ه باصص علي+ك . . و ال+اجمل لما يتكسف . . . . .,ADJ NOUN PART+PRON V ADJ CONJ V NOUN+PRON PREP NOUN PROG_PART+V+PRON V+PRON ADJ PREP+PRON PUNC PUNC CONJ DET+ADJ PART V PUNC PUNC PUNC PUNC PUNC,25
Egyptian,1A,الغريبة فعلا إن ماحدش خد باله و لا حتى خريجين الحقوق على تويتر من التحايل على قانون الإنتخابات الي #خالد_علي بيعمله #pt,ال+غريب+ة فعل+ا إن ما+حد+ش خد بال+ه و لا حتى خريج+ين ال+حقوق على تويتر من ال+تحايل على قانون ال+إنتخاب+ات الي #خالد_علي ب+يعمل+ه #pt,DET+ADJ+NSUFF NOUN+CASE PART PART+NOUN+NEG_PART V NOUN+PRON CONJ PART PART NOUN+NSUFF DET+NOUN PREP NOUN PREP DET+NOUN PREP NOUN DET+NOUN+NSUFF PART HASH PROG_PART+V+PRON HASH,22
Egyptian,3A,أي حد هايقولي ما كانش فيه الكلام ده أيام مبارك يبقى ما كانش بيروح الجامعة . . . . . كل الوساخة دي كانت موجودة انتو بس كنتوا في الفقاعة . #مغيبيبن,أي حد ها+يقو+ل+ي ما كان+ش في+ه ال+كلام ده أيام مبارك يبقى ما كان+ش ب+يروح ال+جامع+ة . . . . . كل ال+وساخ+ة دي كان+ت موجود+ة انتو بس كن+توا في ال+فقاع+ة . #مغيبيبن,NOUN NOUN FUT_PART+V+PREP+PRON PART V+NEG_PART PREP+PRON DET+NOUN PRON NOUN NOUN V PART V+NEG_PART PROG_PART+V DET+NOUN+NSUFF PUNC PUNC PUNC PUNC PUNC NOUN DET+NOUN+NSUFF PRON V+PRON ADJ+NSUFF PRON ADV V+PRON PREP DET+NOUN+NSUFF PUNC HASH,32
Egyptian,1A,هو صحيح مفيش حد بيموت عشان حد . . بس فى حد بيفضل مش سعيد بسبب حد . . و دا و الموت ميفرقوش حاجه عن بعض .,هو صحيح م+في+ش حد ب+يموت عشان حد . . بس فى حد ب+يفضل مش سعيد ب+سبب حد . . و دا و ال+موت م+يفرق+و+ش حاج+ه عن بعض .,PRON ADJ PART+PREP+NEG_PART NOUN PROG_PART+V PART NOUN PUNC PUNC PART PREP NOUN PROG_PART+V PART ADJ PREP+NOUN NOUN PUNC PUNC CONJ PRON CONJ DET+NOUN PART+V+PRON+NEG_PART NOUN+NSUFF PREP NOUN PUNC,28
Egyptian,2A,عارفين انتو الشخصيه الي بتيجي ف وسط عياطك وتقولك انت شكلك كيوت اوي وانت بتعيط ويشد ف خدودك العالم دي هتموت محروقه :D,عارف+ين انتو ال+شخصي+ه الي ب+تيجي ف وسط عياط+ك و+تقو+ل+ك انت شكل+ك كيوت اوي و+انت ب+تعيط و+يشد ف خدود+ك ال+عالم دي ه+تموت محروق+ه :D,ADJ+NSUFF PRON DET+NOUN+NSUFF PART PROG_PART+V PREP NOUN NOUN+PRON CONJ+V+PREP+PRON PRON NOUN+PRON ADJ ADJ CONJ+PRON PROG_PART+V CONJ+V PREP NOUN+PRON DET+NOUN PRON FUT_PART+V ADJ+NSUFF EMOT,23
Egyptian,5A,هو علاء صادق ماله ومال البابا تواضرس ؟ ليه مصمم يقلبها فتنة طائفية ؟ اللعبة دى اتهرست ف ميت فيلم قبل كده ومانفعتش كان غيرك اشطر شوفلك غيرها,هو علاء صادق ما+ل+ه و+ما+ل ال+بابا تواضرس ؟ ليه مصمم يقلب+ها فتن+ة طائفي+ة ؟ ال+لعب+ة دى اتهرس+ت ف مي+ت فيلم قبل كده و+ما+نفع+ت+ش كان غير+ك اشطر شوف+ل+ك غير+ها,PRON NOUN NOUN PART+PREP+PRON CONJ+PART+PREP DET+NOUN NOUN PUNC PART ADJ V+PRON NOUN+NSUFF ADJ+NSUFF PUNC DET+NOUN+NSUFF PRON V+PRON PREP NUM+NSUFF NOUN NOUN PRON CONJ+PART+V+PRON+NEG_PART V NOUN+PRON ADJ V+PREP+PRON NOUN+PRON,28
Egyptian,3A,مش لازم تعامل حد بالمثل لان كل واحد بيتعامل بأخلاقه انت ممكن تبعد خالص وتبقا وفرت ع نفسك النفاق ع الاقل !,مش لازم تعامل حد ب+ال+مثل ل+ان كل واحد ب+يتعامل ب+أخلاق+ه انت ممكن تبعد خالص و+تبقا وفر+ت ع نفس+ك ال+نفاق ع ال+اقل !,PART ADJ V NOUN PREP+DET+NOUN PREP+PART NOUN NOUN PROG_PART+V PREP+NOUN+PRON PRON ADJ V ADV CONJ+V V+PRON PREP NOUN+PRON DET+NOUN PREP DET+ADJ PUNC,22
Egyptian,3A,@yehiazak ما أنا قلتلها كده ، ، عارف الكارثه فين ! ! أنها حتربى ولدها ان الفعل ده مبرر و بكده حنشيل قرف تربيه وسخه مريضه تانى,@yehiazak ما أنا قل+ت+ل+ها كده ، ، عارف ال+كارث+ه فين ! ! أن+ها ح+تربى ولد+ها ان ال+فعل ده مبرر و ب+كده ح+نشيل قرف تربي+ه وسخ+ه مريض+ه تانى,MENTION PART PRON V+PRON+PREP+PRON ADV PUNC PUNC ADJ DET+NOUN+NSUFF PART PUNC PUNC PART+PRON FUT_PART+V NOUN+PRON PART DET+NOUN PRON ADJ CONJ PREP+ADV FUT_PART+V NOUN NOUN+NSUFF ADJ+NSUFF ADJ+NSUFF ADJ,27
Egyptian,3A,احنا مش عايزين نموت نفسنا . . احنا في حاجات معينة في حياتنا نفسنا نموتها,احنا مش عايز+ين نموت نفس+نا . . احنا في حاج+ات معين+ة في حيا+ت+نا نفس+نا نموت+ها,PRON PART ADJ+NSUFF V NOUN+PRON PUNC PUNC PRON PREP NOUN+NSUFF ADJ+NSUFF PREP NOUN+NSUFF+PRON NOUN+PRON V+PRON,15
Egyptian,4A,انا مش فاهمة طلاب المدارس اللي في الاسكندرية رفضين لية ان المدرسة يكون عليها حرص ! ! و طلاب الازهر معترضين كمان اية الهبل دا دول لحميتهم اصلا,انا مش فاهم+ة طلاب ال+مدارس اللي في ال+اسكندري+ة رفض+ين لية ان ال+مدرس+ة يكون علي+ها حرص ! ! و طلاب ال+ازهر معترض+ين كمان اية ال+هبل دا دول ل+حمي+ت+هم اصل+ا,PRON PART ADJ+NSUFF NOUN DET+NOUN PART PREP DET+NOUN+NSUFF ADJ+NSUFF PART PART DET+NOUN+NSUFF V PREP+PRON NOUN PUNC PUNC CONJ NOUN DET+NOUN ADJ+NSUFF ADV PART DET+NOUN PRON PRON PREP+NOUN+NSUFF+PRON NOUN+CASE,28
Egyptian,4A,مش هيحصل حاجة لما يخرج من حياتك واحد او اتنين او عشرة خليك مع نفسك و مع ربك هتكسب !,مش ه+يحصل حاج+ة لما يخرج من حيا+ت+ك واحد او اتنين او عشر+ة خل+ي+ك مع نفس+ك و مع رب+ك ه+تكسب !,PART FUT_PART+V NOUN+NSUFF PART V PREP NOUN+NSUFF+PRON NOUN CONJ NUM CONJ NUM+NSUFF V+PRON+PRON NOUN NOUN+PRON CONJ NOUN NOUN+PRON FUT_PART+V PUNC,20
Egyptian,2A,@Al3askarY @AlMasryAlYoum غلط و علشان يفتحولهم حساب فى أمريكا لأن معندهمش حساب علشان يقفلوه,@Al3askarY @AlMasryAlYoum غلط و علشان يفتح+و+ل+هم حساب فى أمريكا ل+أن م+عند+هم+ش حساب علشان يقفل+و+ه,MENTION MENTION NOUN CONJ PART V+PRON+PREP+PRON NOUN PREP NOUN PREP+PART PART+NOUN+PRON+NEG_PART NOUN PART V+PRON+PRON,14
Egyptian,4A,ياريت الناس الي ماتفرجتش على المؤتمر تتفرج تاني و تعيد حسابتها - #خالد_علي مابينسحبش من إنتخابات رئاسة الجمهورية http://t.co/v8taJ2DKvE,يا+ريت ال+ناس الي ما+تفرج+ت+ش على ال+مؤتمر تتفرج تاني و تعيد حساب+ت+ها - #خالد_علي ما+ب+ينسحب+ش من إنتخاب+ات رئاس+ة ال+جمهوري+ة http://t.co/v8taJ2DKvE,PART+NOUN DET+NOUN PART PART+V+PRON+NEG_PART PREP DET+NOUN V ADJ CONJ V NOUN+NSUFF+PRON PUNC HASH PART+PROG_PART+V+NEG_PART PREP NOUN+NSUFF NOUN+NSUFF DET+NOUN+NSUFF URL,19
Egyptian,5A,أنا محتاجة اجيب شخص لبناني يتكلم معايا في اي كلام عشان لهجتهم بتبسطني,أنا محتاج+ة اجيب شخص لبناني يتكلم معا+يا في اي كلام عشان لهج+ت+هم ب+تبسط+ني,PRON ADJ+NSUFF V NOUN ADJ V NOUN+PRON PREP NOUN NOUN PART NOUN+NSUFF+PRON PROG_PART+V+PRON,13
Egyptian,2A,انا لو ذكرت 10 ساعات و مسكت الموبيل نص ساعة ابويا مش هيشوفنى غير فى النص ساعه دى :D,انا لو ذكر+ت 10 ساع+ات و مسك+ت ال+موبيل نص ساع+ة اب+و+يا مش ه+يشوف+نى غير فى ال+نص ساع+ه دى :D,PRON PART V+PRON NUM NOUN+NSUFF CONJ V+PRON DET+NOUN NOUN NOUN+NSUFF NOUN+CASE+PRON PART FUT_PART+V+PRON NOUN PREP DET+NOUN NOUN+NSUFF PRON EMOT,19
Egyptian,3A,أنام مش بشبع نووم أذاكر مش بفهم حاجه أحب متحبش اتحب محبش ! دي دنيا رخمممممممه اوى ! ! خايف أنتحر مموتش,أنام مش ب+شبع نووم أذاكر مش ب+فهم حاج+ه أحب م+تحب+ش اتحب م+حب+ش ! دي دنيا رخممممممم+ه اوى ! ! خايف أنتحر م+موت+ش,V PART PROG_PART+V NOUN V PART PROG_PART+V NOUN+NSUFF V PART+V+NEG_PART V PART+V+NEG_PART PUNC PRON NOUN ADJ+NSUFF ADJ PUNC PUNC ADJ V PART+V+NEG_PART,22
Egyptian,5A,"لو فعلا فيه ناس "" نواياهم كويسة "" نزلوا في يناير . . المفروض بنفس "" النوايا الكويسة "" دي ينتحروا بسبب القرف اللي لازم نشوفه علشان بس نرجع لحدود 24 يناير !","لو فعل+ا في+ه ناس "" نوايا+هم كويس+ة "" نزل+وا في يناير . . ال+مفروض ب+نفس "" ال+نوايا ال+كويس+ة "" دي ينتحر+وا ب+سبب ال+قرف اللي لازم نشوف+ه علشان بس نرجع ل+حدود 24 يناير !",PART NOUN+CASE PREP+PRON NOUN PUNC NOUN+PRON ADJ+NSUFF PUNC V+PRON PREP NOUN PUNC PUNC DET+ADJ PREP+NOUN PUNC DET+NOUN DET+ADJ+NSUFF PUNC PRON V+PRON PREP+NOUN DET+NOUN PART ADJ V+PRON PART ADV V PREP+NOUN NUM NOUN PUNC,33
Egyptian,2A,"مش لازم يكون ليك "" حبيب "" عشان تكون مبسوط . . ممكن يكون ليه صحاب اجدع واحن من مليون حبيب :)))","مش لازم يكون لي+ك "" حبيب "" عشان تكون مبسوط . . ممكن يكون ل+يه صحاب اجدع و+احن من مليون حبيب :)))",PART ADJ V PREP+PRON PUNC NOUN PUNC PART V ADJ PUNC PUNC ADJ V PREP+PRON NOUN ADJ CONJ+ADJ PREP NUM NOUN EMOT,22
Egyptian,5A,كانت فرصة بعد جنات ودياب يطلع المتحدث يعلن اسماء اللي قتلوا جنودنا في رمضان وخطفوا ال 7 اهو مرسي مشي وسينا تحت سيطرتنا تماما . . . عايزين نعرفهم,كان+ت فرص+ة بعد جن+ات و+دياب يطلع ال+متحدث يعلن اسماء اللي قتل+وا جنود+نا في رمضان و+خطف+وا ال 7 اهو مرسي مشي و+سينا تحت سيطر+ت+نا تمام+ا . . . عايز+ين نعرف+هم,V+PRON NOUN+NSUFF NOUN NOUN+NSUFF CONJ+NOUN V DET+NOUN V NOUN PART V+PRON NOUN+PRON PREP NOUN CONJ+V+PRON DET NUM PART NOUN V CONJ+NOUN NOUN NOUN+NSUFF+PRON NOUN+CASE PUNC PUNC PUNC ADJ+NSUFF V+PRON,29
Egyptian,4A,الناس الاغنيا اللي تلاقيهم معووجين و ولاد وسخه تعرف علي طول ان اصلهم جربوع وإغتنوا ، اللي مأصلين بقي بيبقوا في منتهي الرُقي,ال+ناس ال+اغنيا اللي تلاق+ي+هم معووج+ين و ولاد وسخ+ه تعرف علي طول ان اصل+هم جربوع و+إغتن+وا ، اللي مأصل+ين بقي ب+يبق+وا في منتهي ال+رقي,DET+NOUN DET+ADJ PART V+PRON+PRON ADJ+NSUFF CONJ NOUN ADJ+NSUFF V PREP NOUN PART NOUN+PRON NOUN CONJ+V+PRON PUNC PART ADJ+NSUFF ADV PROG_PART+V+PRON PREP NOUN DET+NOUN,23
Egyptian,3A,يبقى قاعد تحت كوبرى عشان يلمع جزم الناس وهو اصلان خريج جامعة,يبقى قاعد تحت كوبرى عشان يلمع جزم ال+ناس و+هو اصل+ان خريج جامع+ة,V ADJ NOUN NOUN PART V NOUN DET+NOUN CONJ+PRON NOUN+CASE NOUN NOUN+NSUFF,12
Egyptian,2A,لو تعبتي و انتي وحدك اوعي مرة احس دمعك اتكلمي ويايا و احكي اه فارقتك بس سامعك هاتلاقيني في اي وقت هاتشوفيني تملي جنبك بعيداعن #أبو_صلاح,لو تعب+تي و انتي وحد+ك اوع+ي مر+ة احس دمع+ك اتكلم+ي ويا+يا و احك+ي اه فارق+ت+ك بس سامع+ك ها+تلاق+ي+ني في اي وقت ها+تشوف+ي+ني تملي جنب+ك بعيد+ا+عن #أبو_صلاح,PART V+PRON CONJ PRON NOUN+PRON V+PRON NOUN+NSUFF V NOUN+PRON V+PRON NOUN+PRON CONJ V+PRON PART V+PRON+PRON PART ADJ+PRON FUT_PART+V+PRON+PRON PREP NOUN NOUN FUT_PART+V+PRON+PRON ADV NOUN+PRON ADJ+CASE+PREP HASH,26
Egyptian,5A,محدش محتاج من حد حاجة الحالة 100 فل ومرضية الفكرة بس فـ التقدير وده مش بفلوس ده كبيره سؤال بصافي نية,م+حد+ش محتاج من حد حاج+ة ال+حال+ة 100 فل و+مرضي+ة ال+فكر+ة بس ف ال+تقدير و+ده مش ب+فلوس ده كبير+ه سؤال ب+صافي ني+ة,PART+NOUN+NEG_PART ADJ PREP NOUN NOUN+NSUFF DET+NOUN+NSUFF NUM NOUN CONJ+ADJ+NSUFF DET+NOUN+NSUFF ADV PREP DET+NOUN CONJ+PRON PART PREP+NOUN PRON ADJ+PRON NOUN PREP+ADJ NOUN+NSUFF,21
Egyptian,2A,عـن نـاس أول مـاتعرفك تـهتم بيـك أوووى وكـأن مفيش وراهم حاجه إلا أنت . . ومع الوقت الاهتمام يقل شويه بشوية لـحد مايختفى,عن ناس أول ما+تعرف+ك تهتم بي+ك أوووى و+كأن م+في+ش ورا+هم حاج+ه إلا أنت . . و+مع ال+وقت ال+اهتمام يقل شوي+ه ب+شوي+ة ل+حد ما+يختفى,PREP NOUN NUM PART+V+PRON V PREP+PRON ADJ CONJ+PART PART+PREP+NEG_PART NOUN+PRON NOUN+NSUFF PART PRON PUNC PUNC CONJ+NOUN DET+NOUN DET+NOUN V NOUN+NSUFF PREP+NOUN+NSUFF PREP+NOUN PART+V,23
Egyptian,3A,"بحب أصرف اللي معايا و معملش حساب لكمان خمس دقايق من دلوقتي , المُتعة مبقتش ف إني بصرف . أنا بقيت بستمتع إني معييش فلوس","ب+حب أصرف اللي معا+يا و م+عمل+ش حساب ل+كمان خمس دقايق من دلوقتي , ال+متع+ة م+بق+ت+ش ف إن+ي ب+صرف . أنا بقي+ت ب+ستمتع إن+ي مع+يي+ش فلوس",PROG_PART+V V PART NOUN+PRON CONJ PART+V+NEG_PART NOUN PREP+ADV NUM NOUN PREP NOUN PUNC DET+NOUN+NSUFF PART+V+PRON+NEG_PART PREP PART+PRON PROG_PART+V PUNC PRON V+PRON PROG_PART+V PART+PRON NOUN+PRON+NEG_PART NOUN,25
Egyptian,1B,عارفين أحساس الملل بس من جواك مشغول مش عارف مع مين و ايه اللى شاغلك مع إن فى ملل أحساس وحش .,عارف+ين أحساس ال+ملل بس من جو+ا+ك مشغول مش عارف مع مين و ايه اللى شاغل+ك مع إن فى ملل أحساس وحش .,ADJ+NSUFF NOUN DET+NOUN PART PREP NOUN+NSUFF+PRON ADJ PART ADJ NOUN PART CONJ PART PART ADJ+PRON NOUN PART PREP NOUN NOUN ADJ PUNC,22
Egyptian,1A,شوية حاجات بتظهر ساعات تخلى السكات يفرض نفسه عليا واروح للى فات واعيش ذكريات من حُب مات وجعه مأثر فيا .,شوي+ة حاج+ات ب+تظهر ساع+ات تخلى ال+سكات يفرض نفس+ه علي+ا و+اروح ل+الى فات و+اعيش ذكري+ات من حب مات وجع+ه مأثر في+ا .,NOUN+NSUFF NOUN+NSUFF PROG_PART+V NOUN+NSUFF V DET+NOUN V NOUN+PRON PREP+PRON CONJ+V PREP+PRON V CONJ+V NOUN+NSUFF PREP NOUN V NOUN+PRON ADJ PREP+PRON PUNC,21
Egyptian,2B,مفيش طب كورة حديد تيجي من ورا المسرح كدة و تهرس شيرين,م+في+ش طب كور+ة حديد تيج+ي من ورا ال+مسرح كدة و تهرس شيرين,PART+PREP+NEG_PART ADJ NOUN+NSUFF NOUN V+PRON PREP NOUN DET+NOUN ADV CONJ V NOUN,12
Egyptian,5B,فى ناس بتلقح بالكلام ع ناس تانيه فى التويتس مفكر نفسك قاعد ع المسطبه انت مش فى ع التايم لاين ! !,فى ناس ب+تلقح ب+ال+كلام ع ناس تاني+ه فى ال+تويتس مفكر نفس+ك قاعد ع ال+مسطب+ه انت مش فى ع ال+تايم لاين ! !,PREP NOUN PROG_PART+V PREP+DET+NOUN PREP NOUN ADJ+NSUFF PREP DET+NOUN ADJ NOUN+PRON ADJ PREP DET+NOUN+NSUFF PRON PART PREP PREP DET+NOUN NOUN PUNC PUNC,22
Egyptian,5B,طب العيب في مين ؟ في الفيزيا ؟ لأ عشان في ناس بتفهمها . طب في المستر ؟ لأ عشان في ناس بتفهمه . يبقي العيب فيا أنا و حسبي الله و نعم الوكيل !,طب ال+عيب في مين ؟ في ال+فيزيا ؟ لأ عشان في ناس ب+تفهم+ها . طب في ال+مستر ؟ لأ عشان في ناس ب+تفهم+ه . يبقي ال+عيب في+ا أنا و حسب+ي الله و نعم ال+وكيل !,ADJ DET+NOUN PREP PART PUNC PREP DET+NOUN PUNC PART PART PREP NOUN PROG_PART+V+PRON PUNC ADJ PREP DET+NOUN PUNC PART PART PREP NOUN PROG_PART+V+PRON PUNC V DET+NOUN PREP+PRON PRON CONJ NOUN+PRON NOUN CONJ NOUN DET+NOUN PUNC,35
Egyptian,1B,السعاده حواليك فى كل حته حاجة كده عامله زي . . زي ضربات قلبك لما بتبقى متشيك على الاخر وداخل فرح موجود فيه حد بتحبه,ال+سعاد+ه حوالي+ك فى كل حت+ه حاج+ة كده عامل+ه زي . . زي ضرب+ات قلب+ك لما ب+تبقى متشيك على ال+اخر و+داخل فرح موجود في+ه حد ب+تحب+ه,DET+NOUN+NSUFF NOUN+PRON PREP NOUN NOUN+NSUFF NOUN+NSUFF ADV ADJ+NSUFF NOUN PUNC PUNC NOUN NOUN+NSUFF NOUN+PRON PART PROG_PART+V ADJ PREP DET+ADJ CONJ+ADJ NOUN ADJ PREP+PRON NOUN PROG_PART+V+PRON,25
